id,generic_name,company_name,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued,ndc,availability_status
10456,Guanfacine Hydrochloride Tablet,"Teva Pharmaceuticals USA, Inc.","Guanfacine Hydrochloride, Tablet, 2 mg (NDC 0591-0453-01)",Revised,10/10/23,Available,,2 mg available,,Cardiovascular,Resolved,10/10/23,,0591-0453-01,available
10457,Guanfacine Hydrochloride Tablet,Amneal Pharmaceuticals,"Guanfacine Hydrochloride, Tablet, 1 mg (NDC 65162-711-03)",Revised,10/10/23,Available,,Available,,Cardiovascular,Resolved,10/10/23,,65162-711-03,available
10458,Guanfacine Hydrochloride Tablet,Amneal Pharmaceuticals,"Guanfacine Hydrochloride, Tablet, 2 mg (NDC 65162-713-03)",Revised,10/10/23,Available,,Available,,Cardiovascular,Resolved,10/10/23,,65162-713-03,available
10459,Halobetasol Propionate Cream,Sandoz Inc.,"Halobetasol Propionate, Cream, .5 mg/1 g (NDC 0168-0355-15)",New,8/7/23,,,,,Dermatology,To Be Discontinued,8/7/23,8/7/23,0168-0355-15,discontinued
10460,Halobetasol Propionate Cream,Sandoz Inc.,"Halobetasol Propionate, Cream, .5 mg/1 g (NDC 0168-0355-50)",New,8/7/23,,,,,Dermatology,To Be Discontinued,8/7/23,8/7/23,0168-0355-50,discontinued
10461,Heparin Sodium Injection,Baxter Healthcare,"Heparin Sodium In Sodium Chloride, Injection, 200 [USP'U]/100 mL (NDC 0338-0433-04)",Reverified,12/21/23,Available on Allocation,,,,Hematology,Current,,,0338-0433-04,limited availability
10462,Heparin Sodium Injection,Baxter Healthcare,"Heparin Sodium In Sodium Chloride, Injection, 200 [USP'U]/100 mL (NDC 0338-0431-03)",Reverified,12/21/23,Unavailable,,,Regulatory delay,Hematology,Current,,,0338-0431-03,not available
10463,Heparin Sodium Injection,"Hospira, Inc., a Pfizer Company","Heparin Sodium, Injection, 200 [USP'U]/100 mL (NDC 0409-7620-03)",Revised,12/19/23,Limited Supply Available. Next Delivery: September 2023; Estimated Recovery: December 2023,,,Demand increase for the drug,Hematology,Current,,,0409-7620-03,limited availability
10464,Heparin Sodium Injection,"Hospira, Inc., a Pfizer Company","Heparin Sodium, Injection, 200 [USP'U]/100 mL (NDC 0409-7620-59)",Revised,12/19/23,Limited Supply Available. Next Delivery: September 2023; Estimated Recovery: December 2023,,,Demand increase for the drug,Hematology,Current,,,0409-7620-59,limited availability
10465,Heparin Sodium Injection,Baxter Healthcare,"Heparin Sodium In Sodium Chloride, Injection, 200 [USP'U]/100 mL (NDC 0338-0424-18)",Reverified,12/21/23,Available on allocation.,Product code AHB0953U replaces code 2B0953,,,Hematology,Current,,,0338-0424-18,limited availability
10466,Heparin Sodium Injection,"Fresenius Kabi USA, LLC","Injection, 200 [USP'U]/100 mL (NDC 63323-519-77)",Reverified,12/20/23,Next release December 2023. Check wholesalers for inventory.,Check wholesaler for inventory,,Delay in shipping of the drug,Hematology,Current,,,63323-519-77,not available
10467,Heparin Sodium Injection,"Fresenius Kabi USA, LLC","Injection, 200 [USP'U]/100 mL (NDC 63323-519-10)",Reverified,12/20/23,Available. Check wholesaler for inventory,Check wholesaler inventory,,Demand increase for the drug,Hematology,Current,,,63323-519-10,available
10468,Heparin Sodium Injection,B. Braun Medical Inc.,"Heparin Sodium 1,000 Units In Sodium Chloride 0.9% In Plastic Container, Injection, 200 [USP'U]/100 mL (NDC 0264-9872-10)",Reverified,12/19/23,"Available, N/A",,,,Hematology,Current,,,0264-9872-10,unclear
10469,"Hyaluronidase, Ovine Injection",Bausch & Lomb Incorporated,"Vitrase, Injection, 200 USP U/mL (NDC 24208-002-02)",New,8/28/23,,Discontinuing manufacture of the product.,,,Ophthalmology; Other,To Be Discontinued,8/28/23,8/28/23,24208-002-02,discontinued
10470,"Hyaluronidase, Ovine Injection",Bausch & Lomb Incorporated,"Vitrase, Injection, 200USP U/ml  (NDC 24208-002-03)",New,8/28/23,,Discontinuing manufacture of the product.,,,Ophthalmology; Other,To Be Discontinued,8/28/23,8/28/23,24208-002-03,discontinued
10471,HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE TABLET,Pfizer Inc.,"ACCURETIC, TABLET, 12.5 mg; 20 mg (NDC 59762-0220-1)",New,10/2/23,,Discontinuation of the manufacture of the drug,,Discontinuation of the manufacture of the drug,Cardiovascular,To Be Discontinued,,10/2/23,59762-0220-1,discontinued
10472,HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE TABLET,Pfizer Inc.,"ACCURETIC, TABLET, 12.5 mg; 10 mg (NDC 59762-0222-1)",New,10/2/23,,Discontinuation of the manufacture of the drug,,Discontinuation of the manufacture of the drug,Cardiovascular,To Be Discontinued,,10/2/23,59762-0222-1,discontinued
10473,HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE TABLET,Pfizer Inc.,"ACCURETIC, TABLET, 25 mg; 20 mg (NDC 59762-0223-1)",New,10/2/23,,Discontinuation of the manufacture of the drug,,Discontinuation of the manufacture of the drug,Antibiotic; Cardiovascular,To Be Discontinued,,10/2/23,59762-0223-1,discontinued
10474,Hydrocortisone Sodium Succinate Injection,"Hospira, Inc., a Pfizer Company","Solu-cortef, Injection, 1000 mg/8 mL (NDC 0009-0005-01)",Revised,12/20/23,Available,,,,Pulmonary/Allergy; Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Pediatric; Renal; Rheumatology,Current,,,0009-0005-01,available
10475,Hydrocortisone Sodium Succinate Injection,"Hospira, Inc., a Pfizer Company","Solu-cortef, Injection, 100 mg/2 mL (NDC 0009-0825-01)",Revised,12/20/23,"Limited Supply Available
Next Delivery: December 2023;
Estimated Recovery: March 2024",,,Demand increase for the drug,Pulmonary/Allergy; Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Pediatric; Renal; Rheumatology,Current,,,0009-0825-01,
10476,Hydrocortisone Sodium Succinate Injection,"Hospira, Inc., a Pfizer Company","Solu-cortef, Injection, 100 mg/2 mL (NDC 0009-0011-04)",Revised,12/20/23,Next Delivery: Dec 2023; Estimated Recovery: January 2024,,,Demand increase for the drug,Pulmonary/Allergy; Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Pediatric; Renal; Rheumatology,Current,,,0009-0011-04,not available
10477,Hydrocortisone Sodium Succinate Injection,"Hospira, Inc., a Pfizer Company","Solu-Cortef, Injection, 100 mg/mL (NDC 0009-0011-03)",Revised,12/20/23,Next Delivery and Estimated Recovery: January 2024,,,Demand increase for the drug,Pulmonary/Allergy; Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Pediatric; Renal; Rheumatology,Current,,,0009-0011-03,not available
10478,Hydrocortisone Sodium Succinate Injection,"Hospira, Inc., a Pfizer Company","Solu-cortef, Injection, 250 mg/2 mL (NDC 0009-0013-06)",Revised,12/20/23,Next Delivery: January 2024; Estimated Recovery: April 2024,,,Demand increase for the drug,Pulmonary/Allergy; Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Pediatric; Renal; Rheumatology,Current,,,0009-0013-06,not available
10479,Hydrocortisone Sodium Succinate Injection,"Hospira, Inc., a Pfizer Company","Solu-cortef, Injection, 250 mg/2 mL (NDC 0009-0013-05)",Revised,12/20/23,Available,,,,Pulmonary/Allergy; Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Pediatric; Renal; Rheumatology,Current,,,0009-0013-05,available
10480,Hydrocortisone Sodium Succinate Injection,"Hospira, Inc., a Pfizer Company","Solu-cortef, Injection, 500 mg/4 mL (NDC 0009-0016-12)",Revised,12/20/23,Next Delivery and Estimated Recovery: January 2024,,,Demand increase for the drug,Pulmonary/Allergy; Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Pediatric; Renal; Rheumatology,Current,,,0009-0016-12,not available
10481,Hydromorphone Hydrochloride Injection,"Fresenius Kabi USA, LLC","Dilaudid, Injection, .2 mg/1 mL (NDC 76045-121-11)",Reverified,12/20/23,Available,Check wholesalers for inventory,,,Analgesia/Addiction,Current,,,76045-121-11,available
10482,Hydromorphone Hydrochloride Injection,"Fresenius Kabi USA, LLC","Dilaudid, Injection, 2 mg/1 mL (NDC 76045-010-11)",Reverified,12/20/23,Available,Check wholesalers for inventory,,,Analgesia/Addiction,Current,,,76045-010-11,available
10483,Hydromorphone Hydrochloride Injection,"Fresenius Kabi USA, LLC","Dilaudid, Injection, 1 mg/1 mL (NDC 76045-009-11)",Reverified,12/20/23,Available,Check wholesalers for inventory,,,Analgesia/Addiction,Current,,,76045-009-11,available
10484,Hydromorphone Hydrochloride Injection,"Teva Pharmaceuticals USA, Inc.","Injection, 10 mg/1 mL (NDC 0703-0110-03)",Revised,12/19/23,Available,,,,Analgesia/Addiction,Current,,,0703-0110-03,available
10485,Hydromorphone Hydrochloride Injection,"Teva Pharmaceuticals USA, Inc.","Injection, 10 mg/1 mL (NDC 0703-0113-03)",Revised,12/19/23,Available,,,,Analgesia/Addiction,Current,,,0703-0113-03,available
10486,Hydromorphone Hydrochloride Injection,"Teva Pharmaceuticals USA, Inc.","Injection, 10 mg/1 mL (NDC 0703-0018-01)",Revised,12/19/23,Available,,,,Analgesia/Addiction,Current,,,0703-0018-01,available
10487,Hydromorphone Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Hydromorphone Hydrochloride, Injection, 2 mg/1 mL (NDC 0641-0121-25)",Revised,12/19/23,Inventory is currently available.,Additional lots will be scheduled for manufacturing to meet demand.  Product will be made available as it is released.,,Demand increase for the drug,Analgesia/Addiction,Current,,,0641-0121-25,available
10488,Hydromorphone Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Hydromorphone Hydrochloride, Injection, 2 mg/1 mL (NDC 0641-2341-41)",Revised,12/19/23,Inventory is currently available.,Additional lots are scheduled for manufacturing to meet demand.  Product will be made available as it is released.,,Demand increase for the drug,Analgesia/Addiction,Current,,,0641-2341-41,available
10489,Hydromorphone Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Hydromorphone Hydrochloride, Injection, 1 mg/1 mL (NDC 0409-1283-05)",Revised,12/19/23,Discontinued,,,Discontinuation of the manufacture of the drug,Analgesia/Addiction,Current,,,0409-1283-05,discontinued
10490,Hydromorphone Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Hydromorphone Hydrochloride, Injection, 1 mg/1 mL (NDC 0409-1283-31)",Revised,12/19/23,Available,,,Delay in shipping of the drug,Analgesia/Addiction,Current,,,0409-1283-31,available
10491,Hydromorphone Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Hydromorphone Hydrochloride, Injection, 2 mg/1 mL (NDC 0409-1312-30)",Revised,12/19/23,Available,,,Delay in shipping of the drug,Analgesia/Addiction,Current,,,0409-1312-30,available
10492,Hydromorphone Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Hydromorphone Hydrochloride, Injection, 4 mg/1 mL (NDC 0409-1304-31)",Revised,12/19/23,Available,,,Delay in shipping of the drug,Analgesia/Addiction,Current,,,0409-1304-31,available
10493,Hydromorphone Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Hydromorphone Hydrochloride, Injection, 1 mg/1 mL (NDC 0409-2552-01)",Revised,12/19/23,Depleted,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,Delay in shipping of the drug,Analgesia/Addiction,Current,,,0409-2552-01,not available
10494,Hydromorphone Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Hydromorphone Hydrochloride, Injection, 10 mg/1 mL (NDC 0409-2634-01)",Revised,12/19/23,Limited Supply Available. Next Delivery: April 2024; Estimated Recovery: June 2024,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,Delay in shipping of the drug,Analgesia/Addiction,Current,,,0409-2634-01,limited availability
10495,Hydromorphone Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Hydromorphone Hydrochloride, Injection, 10 mg/1 mL (NDC 0409-2634-05)",Revised,12/19/23,Limited Supply Available. Next Delivery: September 2023; Estimated Recovery: June 2024,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,Delay in shipping of the drug,Analgesia/Addiction,Current,,,0409-2634-05,limited availability
10496,Hydromorphone Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Hydromorphone Hydrochloride, Injection, 10 mg/1 mL (NDC 0409-2634-50)",Reverified,12/19/23,Next Delivery: September 2023; Estimated Recovery: June 2024,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,Demand increase for the drug,Analgesia/Addiction,Current,,,0409-2634-50,not available
10497,Hydromorphone Hydrochloride Injection,"Fresenius Kabi USA, LLC","Injection, 1 mg/1 mL (NDC 63323-852-25)",Reverified,12/20/23,Available,Check wholesalers for inventory,,,Analgesia/Addiction,Current,,,63323-852-25,available
10498,Hydromorphone Hydrochloride Injection,"Fresenius Kabi USA, LLC","Injection, 2 mg/1 mL (NDC 63323-853-25)",Reverified,12/20/23,Available,Check wholesalers for inventory,,,Analgesia/Addiction,Current,,,63323-853-25,available
10499,Hydromorphone Hydrochloride Injection,"Fresenius Kabi USA, LLC","Injection, 4 mg/1 mL (NDC 63323-854-10)",Reverified,12/20/23,Available - Check wholesaler for inventory,Check wholesalers for inventory,,,Analgesia/Addiction,Current,,,63323-854-10,unclear
10500,Hydromorphone Hydrochloride Injection,"Fresenius Kabi USA, LLC","Injection, 10 mg/1 mL (NDC 63323-851-10)",Reverified,12/20/23,Available,Check wholesalers for inventory,,,Analgesia/Addiction,Current,,,63323-851-10,available
10501,Hydromorphone Hydrochloride Injection,"Fresenius Kabi USA, LLC","Injection, 10 mg/1 mL (NDC 63323-851-15)",Reverified,12/20/23,Available,Check wholesalers for inventory,,,Analgesia/Addiction,Current,,,63323-851-15,available
10502,Hydromorphone Hydrochloride Injection,"Fresenius Kabi USA, LLC","Injection, 10 mg/1 mL (NDC 63323-851-50)",Reverified,12/20/23,Available,Check wholesalers for inventory,,,Analgesia/Addiction,Current,,,63323-851-50,available
10503,"Hydroxyamphetamine Hydrobromide, Tropicamide Solution",Akorn Pharmaceuticals,"Paremyd, Solution, 10 mg/1 mL; 2.5 mg/1 mL (NDC 17478-704-12)",New,1/31/23,,Business decision to discontinue product.,,,Ophthalmology,To Be Discontinued,1/31/23,1/31/23,17478-704-12,discontinued
10504,"Hydroxychloroquine Sulfate Tablet, Film Coated",Sandoz Inc.,"Hydroxychloroquine Sulfate, Tablet, Film Coated, 200 mg (NDC 0781-5994-01)",New,2/14/23,,,,,Rheumatology; Anti-Infective,To Be Discontinued,2/14/23,2/14/23,0781-5994-01,discontinued
10505,"Hydroxychloroquine Sulfate Tablet, Film Coated",Sandoz Inc.,"Hydroxychloroquine Sulfate, Tablet, Film Coated, 200 mg (NDC 0781-5994-05)",New,2/14/23,,,,,Rheumatology; Anti-Infective,To Be Discontinued,,2/14/23,0781-5994-05,discontinued
10506,Hydroxypropyl Cellulose (1600000 Wamw) Insert,Bausch & Lomb Incorporated,"Lacrisert, Insert, 5 mg (NDC 24208-800-60)",Reverified,12/19/23,"Unavailable, Resupply expected January 2024, Mar-25",Techinical transfer of drug product,,Regulatory delay,Ophthalmology,Current,,,24208-800-60,not available
10507,Hydroxyzine Pamoate Capsule,Pfizer Inc.,"Vistaril, Capsule, 25 mg (NDC 0069-5410-66)",New,3/28/23,,To be discontinued upon stop sale date May 2025,,,Psychiatry; Analgesia/Addiction,To Be Discontinued,3/28/23,3/28/23,0069-5410-66,discontinued
10508,Hydroxyzine Pamoate Capsule,Pfizer Inc.,"Vistaril, Capsule, 50 mg (NDC 0069-5420-66)",New,3/28/23,,To be discontinued upon stop sale date April 2023,,,Psychiatry; Analgesia/Addiction,To Be Discontinued,3/28/23,3/28/23,0069-5420-66,discontinued
10509,I.V. Fat Emulsion,B. Braun Medical Inc.,"Nutrilipid I.v. Fat Emulsion, Emulsion, 20 g/100 mL (NDC 0264-4460-00)",Reverified,12/19/23,Available,,,,Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition,Current,,,0264-4460-00,available
10510,I.V. Fat Emulsion,B. Braun Medical Inc.,"Nutrilipid I.v. Fat Emulsion, Emulsion, 20 g/100 mL (NDC 0264-4460-10)",Reverified,12/19/23,Available,,,,Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition,Current,,,0264-4460-10,available
10511,I.V. Fat Emulsion,B. Braun Medical Inc.,"Nutrilipid I.v. Fat Emulsion, Solution, Emulsion, 20 g/100 mL (NDC 0264-4460-30)",Reverified,12/19/23,Available,,,,Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition,Current,,,0264-4460-30,available
10512,I.V. Fat Emulsion,"Fresenius Kabi USA, LLC","Smoflipid 20%, Emulsion, 3 g/100 mL; 6 g/100 mL; 5 g/100 mL; 6 g/100 mL (NDC 63323-820-00)",Reverified,12/20/23,Available,Check wholesalers for inventory,,,Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition,Current,,,63323-820-00,available
10513,I.V. Fat Emulsion,"Fresenius Kabi USA, LLC","Smoflipid 20%, Emulsion, 3 g/100 mL; 6 g/100 mL; 5 g/100 mL; 6 g/100 mL (NDC 63323-820-74)",Reverified,12/20/23,Available,Check wholesalers for inventory,,,Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition,Current,,,63323-820-74,available
10514,I.V. Fat Emulsion,"Fresenius Kabi USA, LLC","Smoflipid 20%, Emulsion, 3 g/100 mL; 6 g/100 mL; 5 g/100 mL; 6 g/100 mL (NDC 63323-820-50)",Reverified,12/20/23,Available,Check wholesalers for inventory,,,Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition,Current,,,63323-820-50,available
10515,I.V. Fat Emulsion,"Fresenius Kabi USA, LLC","Smoflipid 20%, Emulsion, 3 g/100 mL; 6 g/100 mL; 5 g/100 mL; 6 g/100 mL (NDC 63323-820-10)",Reverified,12/20/23,Available,Check wholesalers for inventory,,,Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition,Current,,,63323-820-10,available
10516,I.V. Fat Emulsion,Baxter Healthcare,"Clinolipid 20%, Emulsion, 16 g/100 mL; 4 g/100 mL (NDC 0338-9540-05)",Reverified,12/21/23,Available,,,,Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition,Current,,,0338-9540-05,available
10517,I.V. Fat Emulsion,Baxter Healthcare,"Clinolipid 20%, Emulsion, 16 g/100 mL; 4 g/100 mL (NDC 0338-9540-08)",Reverified,12/21/23,Available,,,,Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition,Current,,,0338-9540-08,available
10518,I.V. Fat Emulsion,Baxter Healthcare,"Clinolipid 20%, Emulsion, 16 g/100 mL; 4 g/100 mL (NDC 0338-9540-06)",Reverified,12/21/23,Available,,,,Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition,Current,,,0338-9540-06,available
10519,I.V. Fat Emulsion,Baxter Healthcare,"Clinolipid 20%, Emulsion, 16 g/100 mL; 4 g/100 mL (NDC 0338-9540-07)",Reverified,12/21/23,Available,,,,Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition,Current,,,0338-9540-07,available
10520,I.V. Fat Emulsion,Baxter Healthcare,"Intralipid 20%, Emulsion, 20 g/100 mL (NDC 0338-0519-58)",Reverified,12/21/23,Limited supply,,,Regulatory delay,Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition,Current,,,0338-0519-58,limited availability
10521,I.V. Fat Emulsion,Baxter Healthcare,"Intralipid 20%, Emulsion, 20 g/100 mL (NDC 0338-0519-09)",Reverified,12/21/23,Limited supply,,,Regulatory delay,Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition,Current,,,0338-0519-09,limited availability
10522,I.V. Fat Emulsion,Baxter Healthcare,"Intralipid 20%, Emulsion, 20 g/100 mL (NDC 0338-0519-14)",Reverified,12/21/23,Stocked Out,,,Regulatory delay,Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition,Current,,,0338-0519-14,not available
10523,I.V. Fat Emulsion,Baxter Healthcare,"Intralipid 20%, Emulsion, 20 g/100 mL (NDC 0338-0519-13)",Reverified,12/21/23,Limited supply,,,Regulatory delay,Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition,Current,,,0338-0519-13,limited availability
10524,I.V. Fat Emulsion,Baxter Healthcare,"Intralipid 30%, Emulsion, 30 g/100 mL (NDC 0338-0520-13)",Reverified,12/21/23,Limited supply,,,Regulatory delay,Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition,Current,,,0338-0520-13,limited availability
10525,"Ibrutinib Tablet, Film Coated",AbbVie Inc.,"Imbruvica, Tablet, Film Coated, 560 mg (NDC 57962-560-28)",New,5/22/23,,No other NDCs are impacted. All other NDCs are still available.,,,Hematology; Oncology,To Be Discontinued,5/22/23,5/22/23,57962-560-28,discontinued
10526,Ibutilide Fumarate Injection,"Mylan Institutional, a Viatris Company","Ibutilide Fumarate, Injection, .1 mg/1 mL (NDC 67457-366-10)",Revised,9/14/23,,,Available,,Cardiovascular,Resolved,9/14/23,,67457-366-10,
10527,Ibutilide Fumarate Injection,Pfizer Inc.,"Corvert, Injection, .1 mg/1 mL (NDC 0009-3794-01)",Revised,9/14/23,,,Available,,Cardiovascular,Resolved,9/14/23,,0009-3794-01,
10528,Ibutilide Fumarate Injection,Pfizer Inc.,"Corvert, Injection, .1 mg/1 mL (NDC 0009-3794-22)",Revised,9/14/23,,,Available,,Cardiovascular,Resolved,9/14/23,,0009-3794-22,
10529,Imipramine Hydrochloride Tablet,"Par Pharmaceutical, Inc.","Imipramine Hydrochloride, Tablet, 50 mg (NDC 49884-056-01)",Revised,9/15/23,,ANDA ownership transferred,,,Psychiatry,To Be Discontinued,9/14/23,9/14/23,49884-056-01,discontinued
10530,Imipramine Hydrochloride Tablet,"Par Pharmaceutical, Inc.","Imipramine Hydrochloride, Tablet, 50 mg (NDC 49884-056-10)",Revised,9/15/23,,ANDA ownership transferred,,,Psychiatry,To Be Discontinued,9/14/23,9/14/23,49884-056-10,discontinued
10531,Imipramine Hydrochloride Tablet,"Par Pharmaceutical, Inc.","Imipramine Hydrochloride, Tablet, 25 mg (NDC 49884-055-10)",Revised,9/15/23,,ANDA ownership transferred,,,Psychiatry,To Be Discontinued,9/14/23,9/14/23,49884-055-10,discontinued
10532,Imipramine Hydrochloride Tablet,"Par Pharmaceutical, Inc.","Imipramine Hydrochloride, Tablet, 25 mg (NDC 49884-055-01)",Revised,9/15/23,,ANDA ownership transferred,,,Psychiatry,To Be Discontinued,9/14/23,9/14/23,49884-055-01,discontinued
10533,Imipramine Hydrochloride Tablet,"Par Pharmaceutical, Inc.","Imipramine Hydrochloride, Tablet, 10 mg (NDC 49884-054-01)",Revised,9/15/23,,ANDA ownership transferred,,,Psychiatry,To Be Discontinued,9/14/23,9/14/23,49884-054-01,discontinued
10534,Imipramine Hydrochloride Tablet,"Par Pharmaceutical, Inc.","Imipramine Hydrochloride, Tablet, 10 mg (NDC 49884-054-10)",Revised,9/15/23,,ANDA ownership transferred,,,Psychiatry,To Be Discontinued,9/14/23,9/14/23,49884-054-10,discontinued
10535,Indigotindisulfonate Sodium Injection,"American Regent, Inc.","Indigo Carmine, Injection, 8 mg/1 mL (NDC 0517-0375-05)",Revised,11/1/23,,,,Discontinuation of the manufacture of the drug,Medical Imaging,To Be Discontinued,11/1/23,11/1/23,0517-0375-05,discontinued
10536,Indigotindisulfonate Sodium Injection,Provepharm SAS,"Bludigo, Injection, 8 mg/1 mL (NDC 81284-315-05)",Revised,11/3/23,Available,,,,Medical Imaging,Current,12/6/23,,81284-315-05,available
10537,Insulin Detemir Injection,Novo Nordisk,"Levemir, Injection, 100 [iU]/1 mL (NDC 0169-6432-10)",New,11/8/23,,"Supply disruptions for Levemir® FlexPen® anticipated to start in mid-January 2024 followed by discontinuation on April 1, 2024",,Discontinuation of the manufacture of the drug,Endocrinology/Metabolism; Other,To Be Discontinued,,11/8/23,0169-6432-10,discontinued
10538,Insulin Detemir Injection,Novo Nordisk,"Levemir, Injection, 100 [iU]/1 mL (NDC 0169-3687-12)",New,11/8/23,,"Levemir® vials will be available until the end of 2024. Full brand discontinuation, including Levemir® vials, will occur on December 31, 2024.",,Discontinuation of the manufacture of the drug,Endocrinology/Metabolism; Other,To Be Discontinued,,11/8/23,0169-3687-12,discontinued
10539,Interferon Beta-1b Injection,Novartis Pharmaceuticals Corporation,"Extavia, Injection, 0.3 mg/mL (NDC 0078-0569-12)",New,6/23/23,,,,,Neurology,To Be Discontinued,6/23/23,6/23/23,0078-0569-12,discontinued
10540,Iobenguane I-131 Injection,Progenics Pharmaceuticals Inc.,"Azedra, Injection, 15 mCi/1 mL (NDC 71258-015-02)",New,8/23/23,,This product is being discontinued for lack of commercial demand.,,,Oncology,To Be Discontinued,8/23/23,8/23/23,71258-015-02,discontinued
10541,Iobenguane I-131 Injection,Progenics Pharmaceuticals Inc.,"Azedra, Injection, 15 mCi/1 mL (NDC 71258-015-22)",New,8/23/23,,This product is being discontinued for lack of commercial demand.,,,Oncology,To Be Discontinued,8/23/23,8/23/23,71258-015-22,discontinued
10542,Isoniazid Injection,Sandoz Inc.,"Isoniazid, Injection, 100 mg/1 mL (NDC 0781-3056-70)",Revised,9/20/23,,,Available,,Anti-Infective,Resolved,9/20/23,,0781-3056-70,
10543,Isoniazid Tablet,"Teva Pharmaceuticals USA, Inc.","Tablet, 100 mg (NDC 0555-0066-02)",Revised,12/19/23,Available,,,,Anti-Infective,Current,,,0555-0066-02,available
10544,Isoniazid Tablet,"Teva Pharmaceuticals USA, Inc.","Tablet, 300 mg (NDC 0555-0071-02)",Revised,12/19/23,Limited Supply Available,,,Demand increase for the drug,Anti-Infective,Current,,,0555-0071-02,limited availability
10545,Isoniazid Tablet,"Teva Pharmaceuticals USA, Inc.","Tablet, 300 mg (NDC 0555-0071-01)",Revised,12/19/23,Available,,,,Anti-Infective,Current,,,0555-0071-01,available
10546,Itraconazole Capsule,"Par Pharmaceutical, Inc.","Itraconazole, Capsule, 100 mg (NDC 49884-239-11)",New,9/14/23,,Business decision to discontinue manufacturing of the drug,,,Anti-Infective; Other,To Be Discontinued,9/14/23,9/14/23,49884-239-11,discontinued
10547,Itraconazole Solution,Janssen Research and Development,"Sporanox, Solution, 10 mg/1 mL (NDC 50458-295-15)",New,3/21/23,,Business decision to discontinue manufacturing of this product.,,,Anti-Infective; Other,To Be Discontinued,3/21/23,3/21/23,50458-295-15,discontinued
10548,Itraconazole Solution,Janssen Research and Development,"Sporanox, Solution, 10 mg/1 mL (NDC 10147-0150-1)",New,3/21/23,,Distributed by Patriot Pharmaceuticals. Business decision to discontinue manufacturing of this product.,,,Anti-Infective; Other,To Be Discontinued,3/21/23,3/21/23,10147-0150-1,discontinued
10549,Ketamine Hydrochloride Injection,Gland Pharma Limited,"Ketamine Hydrochloride, Injection, 10 mg/1 mL (NDC 25021-682-20)",Reverified,12/19/23,Tentatively available by end of October 2023,Distributed by Sagent Pharmaceuticals: 1-866-625-1618,,Regulatory delay,Anesthesia,Current,,,25021-682-20,not available
10550,Ketamine Hydrochloride Injection,Gland Pharma Limited,"Ketamine Hydrochloride, Injection, 50 mg/1 mL (NDC 25021-683-10)",Reverified,12/19/23,Available by September 2023,Distributed by Sagent Pharmaceuticals: 1-866-625-1618,,Regulatory delay,Anesthesia,Current,,,25021-683-10,not available
