Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,SpecGX LLC,800-325-8888,15 mg 100 TABLET in 1 BOTTLE (NDC 0406-8885-01),Revised,1/13/2023,Backordered until April 2023,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,SpecGX LLC,800-325-8888,5 mg 100 TABLET in 1 BOTTLE (NDC 0406-8891-01),Revised,1/13/2023,Supply constraints through March 2023,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,SpecGX LLC,800-325-8888,10 mg 100 TABLET in 1 BOTTLE (NDC 0406-8892-01),Revised,1/13/2023,Supply constraints through March 2023,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,SpecGX LLC,800-325-8888,20 mg 100 TABLET in 1 BOTTLE (NDC 0406-8893-01),Revised,1/13/2023,Supply constraints through March 2023,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,SpecGX LLC,800-325-8888,30 mg 100 TABLET in 1 BOTTLE (NDC 0406-8894-01),Revised,1/13/2023,Supply constraints through March 2023,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Epic Pharma, LLC",203-564-0568,Amphetamine Salts 20mg C2 100 Tab (NDC 42806-344-01),Revised,1/19/2023,Allocation to existing customers only,"
","
",Shortage of active ingredient,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Epic Pharma, LLC",203-564-0568,Amphetamine Salts10mg C2 100 Tab (NDC 42806-341-01),Revised,1/19/2023,Allocation to existing customers only,"
","
",Shortage of active ingredient,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Epic Pharma, LLC",203-564-0568,Amphetamine Salts 15mg C2 100 Tab (NDC 42806-343-01),Revised,1/19/2023,Allocation to existing customers only,"
","
",Shortage of active ingredient,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Epic Pharma, LLC",203-564-0568,Amphetamine Salts 30mg C2 100 Tab (NDC 42806-345-01),Revised,1/19/2023,Allocation to existing customers only,"
","
",Shortage of active ingredient,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Epic Pharma, LLC",203-564-0568,Amphetamine Salts 5mg C2 100 Tab (NDC 42806-339-01),Revised,1/19/2023,Allocation to existing customers only,"
","
",Shortage of active ingredient,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Alvogen,844-842-8672 and email CustomerService-US@alvogen.com,5mg 100 ct (NDC 47781-174-01),Revised,1/17/2023,Unavailable. Next delivery: end of February 2023; Estimated recovery: early March 2023,"
","
",Demand Increase in the drug,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Alvogen,844-842-8672 and email CustomerService-US@alvogen.com,10mg 100 ct (NDC 47781-176-01),Revised,1/17/2023,Unavailable. Next delivery: end of February 2023; Estimated recovery: mid-April 2023,"
","
",Demand Increase in the drug,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Alvogen,844-842-8672 and email CustomerService-US@alvogen.com,15mg 100 ct (NDC 47781-178-01),Revised,1/17/2023,Unavailable. Next delivery: end of January 2023; Estimated recovery: mid-April 2023,"
","
",Demand Increase in the drug,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Alvogen,844-842-8672 and email CustomerService-US@alvogen.com,20mg 100 ct (NDC 47781-179-01),Revised,1/17/2023,Unavailable. Next delivery: end of January 2023; Estimated recovery: mid-April 2023,"
","
",Demand Increase in the drug,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Alvogen,844-842-8672 and email CustomerService-US@alvogen.com,30 mg 100 ct (NDC 47781-180-01),Revised,1/17/2023,Unavailable. Next delivery: mid-February 2023; Estimated recovery mid-April 2023,"
","
",Demand Increase in the drug,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Sunrise Pharmaceutical, Inc.",732-382-6085 Monday to Friday 9 am to 3:45 pm,"Amphetamine Mixed Salts Tablets C-II 5 mg, 100 (NDC 11534-190-01)",New,10/12/2022,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Sunrise Pharmaceutical, Inc.",732-382-6085 Monday to Friday 9 am to 3:45 pm,"Amphetamine Mixed Salts Tablets C-II 10 mg, 100 (NDC 11534-192-01)",New,10/12/2022,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Sunrise Pharmaceutical, Inc.",732-382-6085 Monday to Friday 9 am to 3:45 pm,"Amphetamine Mixed Salts Tablets C-II 7.5 mg, 100 (NDC 11534-191-01)",New,10/12/2022,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Sunrise Pharmaceutical, Inc.",732-382-6085 Monday to Friday 9 am to 3:45 pm,"Amphetamine Mixed Salts Tablets C-II 12.5 mg, 100 (NDC 11534-193-01)",New,10/12/2022,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Sunrise Pharmaceutical, Inc.",732-382-6085 Monday to Friday 9 am to 3:45 pm,"Amphetamine Mixed Salts Tablets C-II 15 mg, 100 (NDC 11534-194-01)",New,10/12/2022,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Sunrise Pharmaceutical, Inc.",732-382-6085 Monday to Friday 9 am to 3:45 pm,"Amphetamine Mixed Salts Tablets C-II 20 mg, 100 (NDC 11534-195-01)",New,10/12/2022,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Sunrise Pharmaceutical, Inc.",732-382-6085 Monday to Friday 9 am to 3:45 pm,"Amphetamine Mixed Salts Tablets C-II 30 mg, 100 (NDC 11534-196-01)",New,10/12/2022,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Lannett Company, Inc.",844-834-0530,"5 mg, 100 count (NDC 0527-1500-37)",Reverified,1/18/2023,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Lannett Company, Inc.",844-834-0530,"7.5 mg, 100 count (NDC 0527-1501-37)",Reverified,1/18/2023,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Lannett Company, Inc.",844-834-0530,"10 mg, 100 count (NDC 0527-1502-37)",Reverified,1/18/2023,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Lannett Company, Inc.",844-834-0530,"12.5 mg, 100 count (NDC 0527-1503-37)",Reverified,1/18/2023,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Lannett Company, Inc.",844-834-0530,"15 mg, 100 count (NDC 0527-1504-37)",Reverified,1/18/2023,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Lannett Company, Inc.",844-834-0530,"20 mg, 100 count (NDC 0527-1505-37)",Reverified,1/18/2023,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,"Lannett Company, Inc.",844-834-0530,"30 mg, 100 count (NDC 0527-1506-37)",Reverified,1/18/2023,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"5 mg, 100 Count Bottle (NDC 68382-950-01)",Revised,7/12/2021,"
","
","
","
",Psychiatry,To be Discontinued,"
","
",9/12/2019,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"7.5 mg, 100 Count Bottle (NDC 68382-951-01)",Revised,7/12/2021,"
","
","
","
",Psychiatry,To be Discontinued,"
","
",9/12/2019,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"10 mg, 100 Count Bottle (NDC 68382-952-01)",Revised,7/12/2021,"
","
","
","
",Psychiatry,To be Discontinued,"
","
",9/12/2019,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"12.5 mg, 100 Count Bottle (NDC 68382-953-01)",Revised,7/12/2021,"
","
","
","
",Psychiatry,To be Discontinued,"
","
",9/12/2019,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"15 mg, 100 Count Bottle (NDC 68382-954-01)",Revised,7/12/2021,"
","
","
","
",Psychiatry,To be Discontinued,"
","
",9/12/2019,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"20 mg, 100 Count Bottle (NDC 68382-955-01)",Revised,7/12/2021,"
","
","
","
",Psychiatry,To be Discontinued,"
","
",9/12/2019,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Nesher Pharmaceuticals (USA) LLC,877-993-8779,"30 mg, 100 Count Bottle (NDC 68382-956-01)",Revised,7/12/2021,"
","
","
","
",Psychiatry,To be Discontinued,"
","
",9/12/2019,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Sandoz,800-525-8747,"30 mg, 100 Count Bottle (NDC 0185-2099-01)",Reverified,1/20/2023,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Sandoz,800-525-8747,"20 mg, 100 Count Bottle (NDC 0185-0853-01)",Reverified,1/20/2023,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Sandoz,800-525-8747,"10 mg, 100 Count Bottle (NDC 0185-0842-01)",Reverified,1/20/2023,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Sandoz,800-525-8747,"5 mg, 100 Count Bottle (NDC 0185-2098-01)",Reverified,1/20/2023,Available,"
","
","
",Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 10mg 100 (NDC 57844-110-01),Revised,1/9/2023,Available,"
","
",Other,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 12.5mg 100 (NDC 57844-112-01),Revised,1/9/2023,Available,"
","
",Other,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 15mg 100 (NDC 57844-115-01),Revised,1/9/2023,Available,"
","
",Other,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 20mg 100 (NDC 57844-120-01),Revised,1/9/2023,Available,"
","
",Other,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 30mg 100 (NDC 57844-130-01),Revised,1/9/2023,Available,"
","
",Other,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 5mg 100 (NDC 57844-105-01),Revised,1/9/2023,Available,"
","
",Other,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,Adderall(R) Tablets 7.5mg 100 (NDC 57844-117-01),Revised,1/9/2023,Available,"
","
",Other,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,12.5  mg 100 count (NDC 0555-0776-02),Revised,1/9/2023,Allocation,"
","
",Other,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,15  mg 100 count (NDC 0555-0777-02),Revised,1/9/2023,Allocation,"
","
",Other,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,7.5  mg 100 count (NDC 0555-0775-02),Revised,1/9/2023,"Limited Supply Available, Recovery expected Jan-23","
","
",Other,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,10  mg 100 count (NDC 0555-0972-02),Revised,1/9/2023,"Limited Supply Available, Recovery TBD","
","
",Other,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,20 mg 100 count (NDC 0555-0973-02),Revised,1/9/2023,"Limited Supply Available, Recovery TBD","
","
",Other,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,30 mg 100 count (NDC 0555-0974-02),Revised,1/9/2023,"Limited Supply Available, Recovery TBD","
","
",Other,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,5 mg 100 count (NDC 0555-0971-02),Revised,1/9/2023,Allocation,"
","
",Other,Psychiatry,Current,"
","
",10/12/2022,"
","
","
","
","
","
","
"
"Amphetamine Oral Suspension, Extended Release","Tris Pharma, Inc.",732-940-0358,Amphetamine (Dyanavel XR) EQ 2.5MG BASE/ML (NDC 27808-102-01),Revised,8/26/2022,"
","
","
","
",Psychiatry,Resolved,8/26/2022,"
",11/30/2021,"
","
","
","
","
","
","
"
Ampicillin for Injection,"Mylan Institutional, a Viatris company",800-796-9526,250 mg (NDC 67457-353-10),New,9/23/2021,"
","
","
","
",Anti-Infective,To be Discontinued,"
","
",9/23/2021,"
","
","
","
","
","
","
"
Ampicillin for Injection,"Mylan Institutional, a Viatris company",800-796-9526,500 mg (NDC 67457-350-10),New,9/23/2021,"
","
","
","
",Anti-Infective,To be Discontinued,"
","
",9/23/2021,"
","
","
","
","
","
","
"
Ampicillin for Injection,Pfizer,844-646-4398,1 g; Single Dose Vial (Powder) (NDC 0409-3726-01),New,7/29/2022,"
",Supply expected to exhaust 01Aug2022; Discontinuation of the manufacture of the drug.,"
","
","
",To Be Discontinued,7/29/2022,7/29/2022,7/29/2022,"
","
","
","
","
","
","
"
Ampicillin for Injection,Pfizer,844-646-4398,2 g; Single Dose Vial (Powder) (NDC 0409-3720-01,New,7/29/2022,"
",Discontinuation of the manufacture of the drug.,"
","
","
",To Be Discontinued,7/29/2022,7/29/2022,7/29/2022,"
","
","
","
","
","
","
"
Ampicillin for Injection,Pfizer,844-646-4398,500 mg; Single Dose Vial (Powder) (NDC 0409-3718-01),New,6/22/2022,"
","
","
","
",Antibiotic,To be Discontinued,"
","
",6/22/2022,"
","
","
","
","
","
","
"
Anagrelide Hydrochloride Capsules,Teva Pharmaceuticals,800-545-8800,1 MG 100 Capsules (NDC 0172-5240-60),Revised,7/20/2021,"
","
","
","
",Hematology,Resolved,"
","
",10/29/2019,"
","
","
","
","
","
","
"
Anagrelide Hydrochloride Capsules,Teva Pharmaceuticals,800-545-8800,0.5 MG 100 Capsules (NDC 0172-5241-60),Revised,7/20/2021,"
","
","
","
",Hematology,Resolved,"
","
",10/29/2019,"
","
","
","
","
","
","
"
Anagrelide Hydrochloride Capsules,Takeda Pharmaceuticals USA Inc.,877-825-3327,"AGRYLIN 0.5 mg Capsule,100 capsules in 1 bottle (NDC 54092-063-01)",Revised,7/20/2021,"
","
",Available,"
",Hematology,Resolved,"
","
",10/29/2019,"
","
","
","
","
","
","
"
Anagrelide Hydrochloride Capsules,Torrent Pharma Inc.,908-280-3333,0.5 mg per capsule Bottles of 100 (NDC 13668-453-01),Revised,7/20/2021,"
","
",Available,"
",Hematology,Resolved,"
","
",10/29/2019,"
","
","
","
","
","
","
"
