Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Asparaginase Erwinia Chrysanthemi (Erwinaze),"Jazz Pharmaceuticals, Inc.",800-520-5568,"ERWINAZE 10,000 IU lyophilized powder supplied in a clear 3 mL glass vial 1 vial (NDC 57902-249-01)",Revised,1/5/2021,Available,"
","
",Other,Hematology;Oncology;Pediatric,Current,"
","
",10/14/2016,"
","
","
","
",https://www.fda.gov/media/144734/download,"
","
"
Aspirin/Dipyridamole (Aggrenox) Extended Release Capsules,"Boehringer Ingelheim Pharmaceuticals, Inc.",800-542-6257,25mg/200mg capsules (NDC 0597-0001-60),New,5/26/2020,"
","Business decision made by the applicant, BIPI. BIPI will no longer be supplying the market with AGGRENOX capsules after June 11, 2020.","
","
",Cardiovascular,To be Discontinued,5/26/2020,5/26/2020,5/26/2020,"
","
","
","
","
","
","
"
Atropine Sulfate Injection,American Regent/Luitpold,800-645-1706,"0.4 mg/mL, 1 mL single-dose vial, package of 25 (NDC 00517-0401-25)",Revised,1/7/2021,Available,"American Regent is currently releasing the 0.4mg/mL, 1 mL vial, NDC 00517-0401-25","
",Other,Anesthesia;Neurology;Pediatric,Current,"
","
","
","
","
","
","
","
","
","
"
Atropine Sulfate Injection,"Amphastar Pharmaceuticals, Inc./IMS",800-423-4136,"0.1 mg/mL; 10 mL Luer-Jet Prefilled Syringe (NDC 76329-3339-1, Old NDC 0548-3339-00)",Reverified,1/6/2021,Available,"
","
","
",Anesthesia;Neurology;Pediatric,Current,"
","
","
","
","
","
","
","
","
","
"
Atropine Sulfate Injection,"Hospira, Inc.",844-646-4398,1 mg/10 mL (0.1 mg/mL); Ansyr Plastic Syringe,Revised,1/12/2021,Limited Supply Available. Next Delivery: January 2021; Estimated Recovery: March 2021,"
","
",Demand increase for the drug,Anesthesia;Neurology;Pediatric,Current,"
","
","
","
","
","
","
",https://www.fda.gov/drugs/drug-shortages/search-list-extended-use-dates-assist-drug-shortages,"
","
"
,,,(NDC 0409-1630-10),,,,,,,,,,,,,,,,,,
Atropine Sulfate Injection,"Hospira, Inc.",844-646-4398,0.25 mg/5 mL (0.05 mg/mL); Ansyr Plastic Syringe,Revised,1/12/2021,Available,"
","
",Other,Anesthesia;Neurology;Pediatric,Current,"
","
","
","
","
","
","
","
","
","
"
,,,(NDC 0409-9630-05),,,,,,,,,,,,,,,,,,
Atropine Sulfate Injection,"Hospira, Inc.",844-646-4398,0.5 mg/5 mL (0.1 mg/mL); LifeShield Abboject Glass Syringe (NDC 0409-4910-34),Revised,1/12/2021,Available,"
","
",Other,Anesthesia;Neurology;Pediatric,Current,"
","
","
","
","
","
","
",https://www.fda.gov/drugs/drug-shortages/search-list-extended-use-dates-assist-drug-shortages,"
","
"
Atropine Sulfate Injection,"Hospira, Inc.",844-646-4398,"1 mg/10 mL (0.1 mg/mL); LifeShield Abboject Glass Syringe (NDC 0409-4911-34, pack of 10; NDC 0409-4911-11, individual)",Revised,1/12/2021,Available,"
","
",Other,Anesthesia;Neurology;Pediatric,Current,"
","
","
","
","
","
","
",https://www.fda.gov/drugs/drug-shortages/search-list-extended-use-dates-assist-drug-shortages,"
","
"
Atropine Sulfate Injection,American Regent/Luitpold,800-645-1706,"1 mg/mL, 1 mL single-dose vial, package of 25 (NDC 00517-1010-25)",Revised,1/7/2021,Available,"American Regent is currently releasing the 1mg/mL, 1 mL vial, (NDC 00517-1010-25)","
",Other,Anesthesia;Neurology;Pediatric,Current,"
","
","
","
","
","
","
","
","
","
"
Atropine Sulfate Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"0.4 mg/mL, 20 mL vial (NDC 0641-6006-10)",Revised,12/29/2020,Inventory is currently available.,Additional lots will be scheduled for manufacturing in the January - February 2021 timeframe.  Product will be made available as it is released.,"
",Demand increase for the drug,Anesthesia;Neurology;Pediatric,Current,"
","
","
","
","
","
","
","
","
","
"
Atropine Sulfate Injection,"Fresenius Kabi USA, LLC",888-386-1300,8 mg per 20 mL (0.4 mg per mL); MDV; (NDC 63323-580-20),Reverified,12/30/2020,Available,Check wholesaler inventory,"
",Demand increase for the drug,Anesthesia;Neurology;Pediatric,Current,"
","
","
","
","
","
","
","
","
","
"
Atropine Sulfate Ophthalmic Ointment,Bausch Health,800-321-4576,"1% (10 mg/g), 3.5 g tube (NDC 24208-825-55)",Revised,1/7/2021,Inventory will be available by end of Q1 2021,Currently qualifying alternate supplier of inactive ingredient,"
",Shortage of an inactive ingredient,Ophthalmology,Current,"
","
",10/18/2019,"
","
","
","
","
","
","
"
"AVYCAZ® (ceftazidime and avibactam) for Injection, 2 grams/0.5 grams",Allergan Sales LLC,800-678-1605,"2 g/1, .5 g/1 powder for solution 1 Single-use vials (NDC 0456-2700-01)",New,2/26/2020,Currently unavailable.  Duration of the shortage is yet to be determined.,"
","
",Other,Anti-Infective,Current,"
","
",2/26/2020,"
","
","
","
","
","
","
"
"AVYCAZ® (ceftazidime and avibactam) for Injection, 2 grams/0.5 grams",Allergan Sales LLC,800-678-1605,"2 g/1, .5 g/1 powder for solution Carton containing 10 vials  (NDC 0456-2700-10)",New,2/26/2020,Currently unavailable.  Duration of the shortage is yet to be determined.,"
","
",Other,Anti-Infective,Current,"
","
",2/26/2020,"
","
","
","
","
","
","
"
Azacitidine for Injection,Celgene Corporation,1-888-423-5436,"100 mg single-dose vial in cartons of 1 vial, (NDC 0781-3253-94)",New,12/18/2020,Backordered. Next supply available February 2021,"Distributed by Sandoz, Inc. Contact number 800-525-8747","
",Demand increase for the drug,Oncology,Current,"
","
",12/18/2020,"
","
","
","
","
","
","
"
Azacitidine for Injection,Celgene Corporation,1-888-423-5436,"100 mg single-dose vial in cartons of 1 vial, (NDC 0781-9253-94)",New,12/18/2020,Backordered. Next supply available March 2021,"NOVAPLUS labeling. Distributed by Sandoz, Inc. Contact number 800-525-8747","
",Demand increase for the drug,Oncology,Current,"
","
",12/18/2020,"
","
","
","
","
","
","
"
Azacitidine for Injection,Celgene Corporation,1-888-423-5436,"VIDAZA, , 100 mg single-dose vial in cartons of 1 vial, (NDC 59572-102-01)",New,12/18/2020,"Limited inventory, on allocation","
","
",Demand increase for the drug,Oncology,Current,"
","
",12/18/2020,"
","
","
","
","
","
","
"
Azacitidine for Injection,"Fresenius Kabi USA, LLC",1-888-386-1300,"100 mg per vial, single dose vial, PF, (NDC 63323-771-39)",Reverified,12/30/2020,Backordered. Next release February 2021,"
","
",Demand increase for the drug,Oncology,Current,"
","
",12/18/2020,"
","
","
","
","
","
","
"
Azacitidine for Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",1-800-631-2174,"100 mg per vial, (NDC 0143-9606-01)",New,12/18/2020,This presentation is temporarily on backorder.,Additional lots are scheduled for manufacturing and will be available in January 2021. Product will be made available as it is released,"
",Demand increase for the drug,Oncology,Current,"
","
",12/18/2020,"
","
","
","
","
","
","
"
Azacitidine for Injection,"Dr. Reddy's Laboratories, Inc.",1-866-732-3952,"100 mg per vial, (NDC 43598-305-62)",Reverified,1/12/2021,Low inventory,Partial shipments on allocation through February 2021,"
",Demand increase for the drug,Oncology,Current,"
","
",12/18/2020,"
","
","
","
","
","
","
"
Azacitidine for Injection,Armas Pharmaceuticals Inc,1-732-637-1971,100 mg per vial (NDC 72485-201-01),New,12/18/2020,Currently on backorder,Additional lots are manufactured. Product will be made available as it is released.,"
",Demand increase for the drug,Oncology,Current,"
","
",12/18/2020,"
","
","
","
","
","
","
"
Azacitidine for Injection,Accord Healthcare Inc.,1-866-941-7875,100 mg per vial (NDC 16729-306-10),New,12/21/2020,Currently unavailable. Estimated shortage duration: TBD,"
","
",Shortage of an active ingredient,Oncology,Current,"
","
",12/21/2020,"
","
","
","
","
","
","
"
Azacitidine for Injection,Mylan Pharmaceuticals Inc.,1-800-7966-9526,100 mg per vial (NDC 67457-254-30),Reverified,1/8/2021,Unavailable,"
","
",Other,Oncology,Current,"
","
",12/22/2020,"
","
","
","
","
","
","
"
Azithromycin (Azasite) Ophthalmic Solution 1%,Akorn Pharmaceuticals,800-932-5676,Azasite (Azithromycin Ophthalmic Solution) 1% 2.5 mL in 5 mL bottle (NDC 17478-307-03),Revised,9/11/2019,"
","
","
","
",Ophthalmology,Resolved,9/11/2019,"
",5/9/2018,"
","
","
","
","
","
","
"
Azithromycin Tablets,Aurobindo Pharma,732-839-9400,250mg 6x3 Blister Pack/ Carton (NDC 65862064163),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Lupin,866-587-4617,250 mg – Carton of 3 Blister Cards (6 Tablets per Blister Card) (NDC  6818016013),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Pfizer Pharmaceuticals,800-533-4535,Zithromax 250 mg tablets; Unit Dose package of 50 (NDC 0069-4061-89),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Pfizer Pharmaceuticals,800-533-4535,Zithromax 500 mg tablets; Unit Dose package of 50 (NDC 0069-3070-86),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Pfizer Pharmaceuticals,800-533-4535,Zithromax 250 mg tablets; bottle of 30 (NDC 0069-3060-30),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Pfizer Pharmaceuticals,800-533-4535,Zithromax 250 mg tablets; boxes of 3 (Z-PAKS of 6) (NDC 0069-3060-75),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Pfizer Pharmaceuticals,800-533-4535,Zithromax 500 mg tablets; bottles of 30 (NDC 0069-3070-30),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Pfizer Pharmaceuticals,800-533-4535,Zithromax 500 mg tablets; boxes of 3 (TRI-PAKS of 3 tablets) (NDC 0069-3070-75),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Pfizer Pharmaceuticals,800-533-4535,250 mg tablets; Blister of 3x6 (NDC 59762-2198-3),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Pfizer Pharmaceuticals,800-533-4535,250 mg tablets; Bottle of 30 (NDC 59762-2198-7),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Sandoz,800-525-8747,600 mg 30 count bottle (NDC 0781-5793-31),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Sandoz,800-525-8747,500 mg 30 count bottle (NDC 0781-8090-31),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Sandoz,800-525-8747,500 mg 3 count unit dose (NDC 0781-8090-03),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Sandoz,800-525-8747,250 mg 30 count bottle (NDC 0781-8089-31),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Sandoz,800-525-8747,250 mg 6 count unit dose (NDC 0781-8089-26),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,CSPC Ouyi Pharmaceutical Co. Ltd.,609-356-0210,"600 mg, 30/bottle (NDC 51224-222-30)",Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,CSPC Ouyi Pharmaceutical Co. Ltd.,609-356-0210,"500 mg, 30/bottle (NDC 51224-122-30)",Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,CSPC Ouyi Pharmaceutical Co. Ltd.,609-356-0210,"250 mg, 30/bottle (NDC 51224-022-30)",Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,CSPC Ouyi Pharmaceutical Co. Ltd.,609-356-0210,"500 mg, Cartons of 1 blister card, 3 tablets per blister card (NDC 51224-122-03)",Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,CSPC Ouyi Pharmaceutical Co. Ltd.,609-356-0210,"500 mg, Cartons of 3 blister card, 3 tablets per blister card (NDC 51224-122-09)",Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,CSPC Ouyi Pharmaceutical Co. Ltd.,609-356-0210,"250 mg, Cartons of 1 blister card, 6 tablets per blister card (NDC 51224-022-06)",Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,CSPC Ouyi Pharmaceutical Co. Ltd.,609-356-0210,"250 mg, Cartons of 3 blister cards, 6 tablets per blister card (NDC 51224-022-18)",Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Teva Pharmaceuticals,800-545-8800,250  mg 30 count (NDC 50111-787-10),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Teva Pharmaceuticals,800-545-8800,250  mg 6 x 1 blister pack (NDC 50111-787-51),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Teva Pharmaceuticals,800-545-8800,500  mg 3 x 1 blister pack (NDC 50111-788-55),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Teva Pharmaceuticals,800-545-8800,500  mg 30 count (NDC 50111-788-10),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Teva Pharmaceuticals,800-545-8800,600  mg 30 count (NDC 50111-789-10),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Teva Pharmaceuticals,800-545-8800,250  mg 18 3 x 6 blister pack (NDC 50111-787-66),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Teva Pharmaceuticals,800-545-8800,500  mg 3 x 3 blister pack (NDC 50111-788-67),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Wockhardt,800-346-6859,250 MG 3X6T (NDC 64679-0961-05),Revised,12/30/2020,"
","
",Unavailable,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Wockhardt,800-346-6859,250 mg 30T (NDC 64679-961-01),Revised,12/30/2020,"
","
",Unavailable,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Wockhardt,800-346-6859,250 mg Unit dose package of 100  (NDC 64679-961-02),Revised,12/30/2020,"
","
",Unavailable,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Wockhardt,800-346-6859,250 mg Cartons of 3 blister cards (6 tablets per blister card) (NDC 64679-961-05),Revised,12/30/2020,"
","
",Unavailable,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Wockhardt,800-346-6859,250 mg 500-ct bottle (NDC 64679-961-07),Revised,12/30/2020,"
","
",Unavailable,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Wockhardt,800-346-6859,"500 mg 500 mg, 30T (NDC 64679-0964-01)",Revised,12/30/2020,"
","
",Unavailable,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Wockhardt,800-346-6859,"500 mg 500 mg, 3X3T (NDC 64679-0964-05)",Revised,12/30/2020,"
","
",Unavailable,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Wockhardt,800-346-6859,500 mg Unit dose package of 100  (NDC 64679-964-02),Revised,12/30/2020,"
","
",Unavailable,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Wockhardt,800-346-6859,500 mg Cartons of 3 blister cards (3 tablets per blister card) (NDC 64679-964-05),Revised,12/30/2020,"
","
",Unavailable,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Wockhardt,800-346-6859,500 mg 500-ct bottle (NDC 64679-964-07),Revised,12/30/2020,"
","
",Unavailable,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Wockhardt,800-346-6859,600 mg Bottles of 30 (NDC 64679-962-01),Revised,12/30/2020,"
","
",Unavailable,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Bionpharma Inc.,888-611-2466,250 mg bottles of 30 (NDC 69452-171-13),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Bionpharma Inc.,888-611-2466,250 mg Carton of 6 (1 Card of 6 Tablets) (NDC 69452-171-04),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Bionpharma Inc.,888-611-2466,250 mg Carton of 18 (3 Cards of 6 Tablets) (NDC 69452-171-73),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Bionpharma Inc.,888-611-2466,500 mg bottles of 30 (NDC 69452-172-13),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Bionpharma Inc.,888-611-2466,500 mg Carton of 3 (1 Card of 3 Tablets) (NDC 69452-172-74),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Bionpharma Inc.,888-611-2466,500 mg Carton of 9 (3 Cards of 3 Tablets) (NDC 69452-172-72),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Alembic Pharmaceuticals,908-393-9604,250 mg bottles of 30 (NDC 62332-251-30),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Alembic Pharmaceuticals,908-393-9604,250 mg carton of 3 blister cards (6 tablets per blister card) (NDC 62332-251-06),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
Azithromycin Tablets,Alembic Pharmaceuticals,908-393-9604,500 mg bottle of 30 (NDC 62332-252-30),Revised,12/30/2020,"
","
",Available,"
",Anti-Infective,Resolved,12/30/2020,"
",4/14/2020,"
","
","
","
","
","
","
"
