Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Tacrolimus Capsules,"Dr. Reddy's Laboratories, Inc.",866-733-3952,1 mg (NDC 55111-526-01),Reverified,6/7/2021,Available,"
","
","
",Transplant,Current,"
","
",5/17/2019,"
","
","
","
","
","
","
"
Tacrolimus Capsules,"Dr. Reddy's Laboratories, Inc.",866-733-3952,5 mg (NDC 55111-527-01),Reverified,6/7/2021,Available,"
","
","
",Transplant,Current,"
","
",5/17/2019,"
","
","
","
","
","
","
"
Tacrolimus Capsules,"BPI Labs, LLC",727-471-0850 ext. 275,1 mg 100 count bottle (NDC 54288-135-01),Reverified,6/8/2021,Available,"
","
","
",Transplant,Current,"
","
",5/17/2019,"
","
","
","
","
","
","
"
Tacrolimus Capsules,Ascend Laboratories LLC.,860-667-7081,0.5 mg 100’s count (NDC 67877-278-01),Revised,6/9/2021,Available,"
","
","
",Transplant,Current,"
","
",5/17/2019,"
","
","
","
","
","
","
"
Tacrolimus Capsules,Ascend Laboratories LLC.,860-667-7081,1 mg 100’s count (NDC 67877-279-01),Revised,6/9/2021,Available,"
","
","
",Transplant,Current,"
","
",5/17/2019,"
","
","
","
","
","
","
"
Tacrolimus Capsules,Ascend Laboratories LLC.,860-667-7081,5 mg 100’s count (NDC 67877-280-01),Revised,6/9/2021,Available,"
","
","
",Transplant,Current,"
","
",5/17/2019,"
","
","
","
","
","
","
"
Tacrolimus Capsules,Glenmark Pharmaceuticals,888-721-7115,0.5 mg 100 count bottles (NDC 68462-685-01),Revised,6/10/2021,Available,"
","
","
",Transplant,Current,"
","
",5/17/2019,"
","
","
","
","
","
","
"
Tacrolimus Capsules,Glenmark Pharmaceuticals,888-721-7115,1 mg 100 count bottles (NDC 68462-686-01),Revised,6/10/2021,Available,"
","
","
",Transplant,Current,"
","
",5/17/2019,"
","
","
","
","
","
","
"
Tacrolimus Capsules,Glenmark Pharmaceuticals,888-721-7115,5 mg 100 count bottles (NDC 68462-687-01),Revised,6/10/2021,Available,"
","
","
",Transplant,Current,"
","
",5/17/2019,"
","
","
","
","
","
","
"
"Talwin (Pentazocine Lactate Injection, USP, CIV)","Hospira, Inc.",844-646-4398,30 mg/mL; 1 mL glass ampul (NDC 00409-1941-01),New,4/16/2018,"
",Discontinuation of the manufacture of the drug.,"
","
",Analgesia/Addiction,To be Discontinued,4/16/2018,4/16/2018,4/16/2018,"
","
","
","
","
","
","
"
Technetium Tc99m Succimer Injection (DMSA),Theragnostics Inc.,617-286-7479,ROTOP DMSA (Kit for the Preparation of Technetium Tc99m Succimer Injection). One vial contains 1.74 mg powder with the active substance: 1.0 mg succimer.  Five vials included in a carton (NDC 71647-001-01),Revised,1/7/2021,Available,"Due to the current critical shortage of DMSA Kit for the Preparation of Technetium Tc99m Succimer, Theragnostics Inc. (Theragnostics) is coordinating with the U.S. Food and Drug Administration (FDA) to increase the availability of the drug.  Theragnostics has initiated temporary importation of DMSA Kit for the Preparation of Technetium Tc99m Succimer Injection into the U.S. market. This product is marketed in Germany and is manufactured in Dresden, Germany by ROTOP Pharmaka GmbH for Theragnostics.","
",Other,Medical Imaging,Current,"
","
",8/7/2017,"
","
","
","
",https://www.fda.gov/media/144947/download,"
","
"
Telmisartan and Amlodipine (Twynsta) Tablets,"Boehringer Ingelheim Pharmaceuticals, Inc.",203-798-4375,"Telmisartan and Amlodipine (Twynsta) tablets 80mg/10mg, 30 count blister (NDC 0597-0127-37)",New,3/6/2018,"
","Discontinuation is the result of a business decision made by Boehringer lngelheim Pharmaceuticals, Inc. All other strengths of Twynsta® tablets are still available.","
","
",Cardiovascular,To be Discontinued,3/6/2018,3/6/2018,3/6/2018,"
","
","
","
","
","
","
"
Temozolomide (TEMODAR) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"5 mg child-resistent sachets, 5 count (NDC 0085-3004-03)",New,1/23/2020,"
",To be discontinued on or near March 2020.,"
","
",Oncology,To be Discontinued,1/23/2020,1/23/2020,1/23/2020,"
","
","
","
","
","
","
"
Temozolomide (TEMODAR) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"5 mg child-resistent sachets, 14 count (NDC 0085-3004-04)",New,1/23/2020,"
",To be discontinued on or near March 2020.,"
","
",Oncology,To be Discontinued,1/23/2020,1/23/2020,1/23/2020,"
","
","
","
","
","
","
"
Temozolomide (TEMODAR) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"20 mg child-resistent sachets, 5 count (NDC 0085-1519-03)",New,1/23/2020,"
",To be discontinued on or near Jun 2020.,"
","
",Oncology,To be Discontinued,1/23/2020,1/23/2020,1/23/2020,"
","
","
","
","
","
","
"
Temozolomide (TEMODAR) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"20 mg child-resistent sachets, 14 count (NDC 0085-1519-04)",New,1/23/2020,"
",Discontinued in 2018.,"
","
",Oncology,To be Discontinued,1/23/2020,1/23/2020,1/23/2020,"
","
","
","
","
","
","
"
Temozolomide (TEMODAR) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"140 mg child-resistent sachets, 5 count (NDC 0085-1425-03)",New,1/23/2020,"
",To be discontinued on or near Aug 2020.,"
","
",Oncology,To be Discontinued,1/23/2020,1/23/2020,1/23/2020,"
","
","
","
","
","
","
"
Temozolomide (TEMODAR) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"180 mg child-resistent sacehts, 14 count (NDC 0085-1430-04)",New,1/23/2020,"
",Discontinued in 2018.,"
","
",Oncology,To be Discontinued,1/23/2020,1/23/2020,1/23/2020,"
","
","
","
","
","
","
"
Temozolomide (TEMODAR) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"5 mg, 5 capsules (NDC 0781-2691-75)",New,1/23/2020,"
",Authorized generic distributed by Sandoz 609-627-8500. All authorized generic presentations will be discontinued as of 31 December 2019.,"
","
",Oncology,To be Discontinued,1/23/2020,1/23/2020,1/23/2020,"
","
","
","
","
","
","
"
Temozolomide (TEMODAR) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"5 mg, 14 capsules (NDC 0781-2691-44)",New,1/23/2020,"
",Authorized generic distributed by Sandoz 609-627-8500. All authorized generic presentations will be discontinued as of 31 December 2019.,"
","
",Oncology,To be Discontinued,1/23/2020,1/23/2020,1/23/2020,"
","
","
","
","
","
","
"
Temozolomide (TEMODAR) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"20 mg, 5 capsules (NDC 0781-2692-75)",New,1/23/2020,"
",Authorized generic distributed by Sandoz 609-627-8500. All authorized generic presentations will be discontinued as of 31 December 2019.,"
","
",Oncology,To be Discontinued,1/23/2020,1/23/2020,1/23/2020,"
","
","
","
","
","
","
"
Temozolomide (TEMODAR) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"20 mg, 14 capsules (NDC 0781-2692-44)",New,1/23/2020,"
",Authorized generic distributed by Sandoz 609-627-8500. All authorized generic presentations will be discontinued as of 31 December 2019.,"
","
",Oncology,To be Discontinued,1/23/2020,1/23/2020,1/23/2020,"
","
","
","
","
","
","
"
Temozolomide (TEMODAR) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"100 mg, 5 capsules (NDC 0781-2693-75)",New,1/23/2020,"
",Authorized generic distributed by Sandoz 609-627-8500. All authorized generic presentations will be discontinued as of 31 December 2019.,"
","
",Oncology,To be Discontinued,1/23/2020,1/23/2020,1/23/2020,"
","
","
","
","
","
","
"
Temozolomide (TEMODAR) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"100 mg, 14 capsules (MDC 0781-2693-44)",New,1/23/2020,"
",Authorized generic distributed by Sandoz 609-627-8500. All authorized generic presentations will be discontinued as of 31 December 2019.,"
","
",Oncology,To be Discontinued,1/23/2020,1/23/2020,1/23/2020,"
","
","
","
","
","
","
"
Temozolomide (TEMODAR) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"140 mg, 5 capsules (NDC 0781-2694-75)",New,1/23/2020,"
",Authorized generic distributed by Sandoz 609-627-8500. All authorized generic presentations will be discontinued as of 31 December 2019.,"
","
",Oncology,To be Discontinued,1/23/2020,1/23/2020,1/23/2020,"
","
","
","
","
","
","
"
Temozolomide (TEMODAR) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"140 mg, 14 capsules (NDC 0781-2694-44)",New,1/23/2020,"
",Authorized generic distributed by Sandoz 609-627-8500. All authorized generic presentations will be discontinued as of 31 December 2019.,"
","
",Oncology,To be Discontinued,1/23/2020,1/23/2020,1/23/2020,"
","
","
","
","
","
","
"
Temozolomide (TEMODAR) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"180 mg, 5 capsules (NDC 0781-2695-75)",New,1/23/2020,"
",Authorized generic distributed by Sandoz 609-627-8500. All authorized generic presentations will be discontinued as of 31 December 2019.,"
","
",Oncology,To be Discontinued,1/23/2020,1/23/2020,1/23/2020,"
","
","
","
","
","
","
"
Temozolomide (TEMODAR) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"180 mg, 14 capsules (NDC 0781-2695-44)",New,1/23/2020,"
",Authorized generic distributed by Sandoz 609-627-8500. All authorized generic presentations will be discontinued as of 31 December 2019.,"
","
",Oncology,To be Discontinued,1/23/2020,1/23/2020,1/23/2020,"
","
","
","
","
","
","
"
Temozolomide (TEMODAR) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"250 mg, 5 capsules (NDC 0781-2696-75)",New,1/23/2020,"
",Authorized generic distributed by Sandoz 609-627-8500. All authorized generic presentations will be discontinued as of 31 December 2019.,"
","
",Oncology,To be Discontinued,1/23/2020,1/23/2020,1/23/2020,"
","
","
","
","
","
","
"
Temozolomide Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"TEMODAR Capsules, 100 mg; child-resistant sachets, 5 count (NDC 0085-1366-03)",New,4/23/2021,"
",To be discontinued on or near October 2021,"
","
",Oncology,To be Discontinued,4/23/2021,4/23/2021,4/23/2021,"
","
","
","
","
","
","
"
Temozolomide Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"TEMODAR Capsules, 100 mg; child-resistent sachets, 14-count (NDC 0085-1366-04)",New,4/23/2021,"
",To be discontinued on or near October 2021,"
","
",Oncology,To be Discontinued,4/23/2021,4/23/2021,4/23/2021,"
","
","
","
","
","
","
"
Temozolomide Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"TEMODAR Capsules, 140 mg, child-resistant sachets, 14-count (NDC 0085-1425-04)",New,4/23/2021,"
",To be discontinued on or near October 2021,"
","
",Oncology,To be Discontinued,4/23/2021,4/23/2021,4/23/2021,"
","
","
","
","
","
","
"
Temozolomide Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"TEMODAR Capsules, 180 mg; child-resistent sachets, 5 count (NDC 0085-1430-03)",New,4/23/2021,"
",To be discontinued on or near October 2021,"
","
",Oncology,To be Discontinued,4/23/2021,4/23/2021,4/23/2021,"
","
","
","
","
","
","
"
Temozolomide Capsules,Merck Sharp & Dohme Corp.,800-672-6372,"TEMODAR Capsules, 250 mg; child-resistent sachets, 5 count (NDC 0085-1417-02)",New,4/23/2021,"
",To be discontinued on or near April 2022,"
","
",Oncology,To be Discontinued,4/23/2021,4/23/2021,4/23/2021,"
","
","
","
","
","
","
"
Temozolomide Capsules,Teva Pharmaceuticals,800-545-8800,5 mg  (NDCs 0093-7599-41 and 0093-7599-57),New,5/8/2020,"
","
","
","
",Oncology,To be Discontinued,5/8/2020,5/8/2020,5/8/2020,"
","
","
","
","
","
","
"
Temozolomide Capsules,Teva Pharmaceuticals,800-545-8800,20 mg  (NDCs 0093-7600-41 and 0093-7600-57),New,5/8/2020,"
","
","
","
",Oncology,To be Discontinued,5/8/2020,5/8/2020,5/8/2020,"
","
","
","
","
","
","
"
Temozolomide Capsules,Teva Pharmaceuticals,800-545-8800,100 mg  (NDCs 0093-7601-41 and 0093-7601-57),New,5/8/2020,"
","
","
","
",Oncology,To be Discontinued,5/8/2020,5/8/2020,5/8/2020,"
","
","
","
","
","
","
"
Temozolomide Capsules,Teva Pharmaceuticals,800-545-8800,140 mg (NDCs 0093-7638-41 and 0093-7638-57),New,5/8/2020,"
","
","
","
",Oncology,To be Discontinued,5/8/2020,5/8/2020,5/8/2020,"
","
","
","
","
","
","
"
Temozolomide Capsules,Teva Pharmaceuticals,800-545-8800,180 mg (NDCs 0093-7639-41 and 0093-7639-57),New,5/8/2020,"
","
","
","
",Oncology,To be Discontinued,5/8/2020,5/8/2020,5/8/2020,"
","
","
","
","
","
","
"
Temozolomide Capsules,Teva Pharmaceuticals,800-545-8800,250 mg (NDC 0093-7602-57),New,5/8/2020,"
","
","
","
",Oncology,To be Discontinued,5/8/2020,5/8/2020,5/8/2020,"
","
","
","
","
","
","
"
Teprotumumab-trbw,Horizon Therapeutics,866-479-6742,500 mg lyophilized powder (NDC 75987-130-15),Revised,3/31/2021,Product available.,Manufacturing delays due to limited capacity at manufacturing facility,"
",Other,Ophthalmology,Current,"
","
",12/23/2020,"
","
","
","
","
","
","
"
Testosterone Topical Gel,"Endo Pharmaceuticals, Inc.","800-828-9393, option 5, then option 2",50mg/5g topical gel (NDC 0254-1012-11),New,4/3/2020,"
","
","
","
",Reproductive,To be Discontinued,4/3/2020,4/3/2020,4/3/2020,"
","
","
","
","
","
","
"
Theophylline Extended Release Tablets and Capsules,Teva Pharmaceuticals,800-545-8800,"100 mg, 100 count (NDC 50111-0483-01)",New,8/11/2020,"
","Business decision to discontinue. The both 100 mg presentations, both 200 mg presentation and 300 mg 100 count have been unavailable since Dec 2015. The 300 mg 100 count, 300 mg 500 count and 450 mg presentations have been unavailable since Jan 2016.","
","
",Pulmonary/Allergy,To be Discontinued,8/11/2020,8/11/2020,8/11/2020,"
","
","
","
","
","
","
"
Theophylline Extended Release Tablets and Capsules,Teva Pharmaceuticals,800-545-8800,"100 mg, 500 count (NDC 50111-0483-02)",New,8/11/2020,"
","Business decision to discontinue. The both 100 mg presentations, both 200 mg presentation and 300 mg 100 count have been unavailable since Dec 2015. The 300 mg 100 count, 300 mg 500 count and 450 mg presentations have been unavailable since Jan 2016.","
","
",Pulmonary/Allergy,To be Discontinued,8/11/2020,8/11/2020,8/11/2020,"
","
","
","
","
","
","
"
Theophylline Extended Release Tablets and Capsules,Teva Pharmaceuticals,800-545-8800,"200 mg, 100 count (NDC 50111-0482-01)",New,8/11/2020,"
","Business decision to discontinue. The both 100 mg presentations, both 200 mg presentation and 300 mg 100 count have been unavailable since Dec 2015. The 300 mg 100 count, 300 mg 500 count and 450 mg presentations have been unavailable since Jan 2016.","
","
",Pulmonary/Allergy,To be Discontinued,8/11/2020,8/11/2020,8/11/2020,"
","
","
","
","
","
","
"
Theophylline Extended Release Tablets and Capsules,Teva Pharmaceuticals,800-545-8800,"200 mg, 500 count (NDC 50111-0482-02)",New,8/11/2020,"
","Business decision to discontinue. The both 100 mg presentations, both 200 mg presentation and 300 mg 100 count have been unavailable since Dec 2015. The 300 mg 100 count, 300 mg 500 count and 450 mg presentations have been unavailable since Jan 2016.","
","
",Pulmonary/Allergy,To be Discontinued,8/11/2020,8/11/2020,8/11/2020,"
","
","
","
","
","
","
"
Theophylline Extended Release Tablets and Capsules,Teva Pharmaceuticals,800-545-8800,"200 mg, 100 count (NDC 50111-0482-03)",New,8/11/2020,"
","Business decision to discontinue. The both 100 mg presentations, both 200 mg presentation and 300 mg 100 count have been unavailable since Dec 2015. The 300 mg 100 count, 300 mg 500 count and 450 mg presentations have been unavailable since Jan 2016.","
","
",Pulmonary/Allergy,To be Discontinued,8/11/2020,8/11/2020,8/11/2020,"
","
","
","
","
","
","
"
Theophylline Extended Release Tablets and Capsules,Teva Pharmaceuticals,800-545-8800,"300 mg, 100 count (NDC 50111-0459-01)",New,8/11/2020,"
","Business decision to discontinue. The both 100 mg presentations, both 200 mg presentation and 300 mg 100 count have been unavailable since Dec 2015. The 300 mg 100 count, 300 mg 500 count and 450 mg presentations have been unavailable since Jan 2016.","
","
",Pulmonary/Allergy,To be Discontinued,8/11/2020,8/11/2020,8/11/2020,"
","
","
","
","
","
","
"
Theophylline Extended Release Tablets and Capsules,Teva Pharmaceuticals,800-545-8800,"300 mg, 500 count (NDC 50111-0459-02)",New,8/11/2020,"
","Business decision to discontinue. The both 100 mg presentations, both 200 mg presentation and 300 mg 100 count have been unavailable since Dec 2015. The 300 mg 100 count, 300 mg 500 count and 450 mg presentations have been unavailable since Jan 2016.","
","
",Pulmonary/Allergy,To be Discontinued,8/11/2020,8/11/2020,8/11/2020,"
","
","
","
","
","
","
"
Theophylline Extended Release Tablets and Capsules,Teva Pharmaceuticals,800-545-8800,"300 mg, 1000 count (NDC 50111-0459-03)",New,8/11/2020,"
","Business decision to discontinue. The both 100 mg presentations, both 200 mg presentation and 300 mg 100 count have been unavailable since Dec 2015. The 300 mg 100 count, 300 mg 500 count and 450 mg presentations have been unavailable since Jan 2016.","
","
",Pulmonary/Allergy,To be Discontinued,8/11/2020,8/11/2020,8/11/2020,"
","
","
","
","
","
","
"
Theophylline Extended Release Tablets and Capsules,Teva Pharmaceuticals,800-545-8800,"450 mg, 100 count (NDC 50111-0518-01)",New,8/11/2020,"
","Business decision to discontinue. The both 100 mg presentations, both 200 mg presentation and 300 mg 100 count have been unavailable since Dec 2015. The 300 mg 100 count, 300 mg 500 count and 450 mg presentations have been unavailable since Jan 2016.","
","
",Pulmonary/Allergy,To be Discontinued,8/11/2020,8/11/2020,8/11/2020,"
","
","
","
","
","
","
"
Thiothixene Capsules,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,"1 mg, 100 count bottle (NDC 0378-1001-01)",Reverified,7/20/2021,Available,"
","
",Other,Psychiatry,Current,"
","
",7/27/2018,"
","
","
","
","
","
","
"
Thiothixene Capsules,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,"2 mg, 100 count bottle (NDC 0378-2002-01)",Reverified,7/20/2021,Available,"
","
",Other,Psychiatry,Current,"
","
",7/27/2018,"
","
","
","
","
","
","
"
Thiothixene Capsules,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,"5 mg, 100 count bottle (NDC 0378-3005-01)",Reverified,7/20/2021,Available,"
","
",Other,Psychiatry,Current,"
","
",7/27/2018,"
","
","
","
","
","
","
"
Thiothixene Capsules,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,"10 mg, 100 count bottle (NDC 0378-5010-01)",Reverified,7/20/2021,Available,"
","
",Other,Psychiatry,Current,"
","
",7/27/2018,"
","
","
","
","
","
","
"
Thiothixene Capsules,Novitium Pharma LLC,845-652-0377,"1 mg, 100 count bottle (NDC 70954-014-10)",Reverified,4/27/2021,Available,"
","
","
",Psychiatry,Current,"
","
",4/24/2019,"
","
","
","
","
","
","
"
Thiothixene Capsules,Novitium Pharma LLC,845-652-0377,"2 mg, 100 count bottle (NDC 70954-015-10)",Reverified,4/27/2021,Available,"
","
","
",Psychiatry,Current,"
","
",4/24/2019,"
","
","
","
","
","
","
"
Thiothixene Capsules,Novitium Pharma LLC,845-652-0377,"5 mg, 100 count bottle (NDC 70954-016-10)",Reverified,4/27/2021,Available,"
","
","
",Psychiatry,Current,"
","
",4/24/2019,"
","
","
","
","
","
","
"
Thiothixene Capsules,Novitium Pharma LLC,845-652-0377,"10 mg, 100 count bottle (NDC 70954-017-10)",Reverified,4/27/2021,Available,"
","
","
",Psychiatry,Current,"
","
",4/24/2019,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Gel Forming Solution,Sandoz,800-525-8747,"Timolol Maleate Ophthalmic Gel Forming Solution 0.5%, 5 mL bottle (NDC 61314-225-05)",Reverified,7/16/2021,Supply not available,"
","
",Shortage of an active ingredient,Ophthalmology,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Gel Forming Solution,Sandoz,800-525-8747,Timolol Maleate Ophthalmic Gel Forming Solution 0.25% 5 mL bottle (NDC 61314-224-05),Reverified,7/16/2021,Available,"
","
",Shortage of an active ingredient,Ophthalmology,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Gel Forming Solution,"Bausch Health Americas, Inc.",800-321-4576,"TIMOPTIC-XE®, 0.25% timolol equivalent gel forming solution, 5 mL in a 7.5 mL bottle (NDC 24208-814-25)",Revised,12/14/2020,"New lots TIMOPTIC-XE® of 0.25% solution available not sooner than April 2021, conditional to manufacturing capacity.",Product is on back order due to manufacturing interruptions,"
",Other,Ophthalmology,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Gel Forming Solution,"Bausch Health Americas, Inc.",800-321-4576,"TIMOPTIC-XE®, 0.5% timolol equivalent, gel forming solution 5 mL in a 7.5 mL bottle (NDC 24208-816-05)",Revised,12/14/2020,"New lots TIMOPTIC-XE® of 0.5% solution available not sooner than April 2021, conditional to manufacturing capacity.",Product is on back order due to manufacturing interruptions,"
",Other,Ophthalmology,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Gel Forming Solution,"Bausch Health Americas, Inc.",800-321-4576,"Timolol Maleate Ophthalmic Gel Forming Solution, 0.25% timolol gel forming solution, 5 mL in a 7.5 mL bottle (NDC 24208-818-25)",Revised,12/14/2020,"New lots of 0.25% solution available not sooner than April 2021, conditional to manufacturing capacity",Product is on back order due to manufacturing interruptions,"
",Other,Ophthalmology,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Gel Forming Solution,"Bausch Health Americas, Inc.",800-321-4576,"Timolol Maleate Ophthalmic Gel Forming Solution, equivalent and 0.5%, 5 mL in a 7.5 mL bottle (NDC 24208-819-05)",Revised,12/14/2020,"New lots of 0.5% solution available not sooner than April 2021, conditional to manufacturing capacity.",Product is on back order due to manufacturing interruptions.,"
",Other,Ophthalmology,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Gel Forming Solution,Alembic Pharmaceuticals,908-393-9604,Timolol GFS 0.25 % - 5 mL fill (NDC 62332-545-05),New,12/1/2020,Available,"
","
","
",Ophthalmology,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Gel Forming Solution,Alembic Pharmaceuticals,908-393-9604,Timolol GFS 0.5 % - 5 mL fill (NDC 62332-546-05),New,12/1/2020,Available,"
","
","
",Ophthalmology,Current,"
","
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Solution,"Bausch Health Americas, Inc.",800-321-4576,"TIMOPTIC® (timolol maleate ophthalmic solution), 0.25%, 5 mL in a 7.5 mL bottle (NDC 24208-812-05)",Revised,4/16/2021,"
","
","
","
",Ophthalmology,Resolved,4/16/2021,"
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Solution,"Bausch Health Americas, Inc.",800-321-4576,"TIMOPTIC® (timolol maleate ophthalmic solution), 0.5%, 5 mL in a 7.5 mL bottle (NDC 24208-813-05)",Revised,4/16/2021,"
","
","
","
",Ophthalmology,Resolved,4/16/2021,"
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Solution,"Bausch Health Americas, Inc.",800-321-4576,"TIMOPTIC® (timolol maleate ophthalmic solution), 0.5%, 10 mL in a 10 mL bottle (NDC 24208-813-10)",Revised,4/16/2021,"
","
","
","
",Ophthalmology,Resolved,4/16/2021,"
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Solution,"Bausch Health Americas, Inc.",800-321-4576,Authorized Generic Timolol Maleate Ophthalmic Solution 0.5% 5 mL in a 7.5 mL bottle (NDC 68682-813-05),Revised,4/16/2021,"
","
","
","
",Ophthalmology,Resolved,4/16/2021,"
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Solution,"Bausch Health Americas, Inc.",800-321-4576,"TIMOPTIC® in OCUDOSE® (timolol maleate) Sterile Ophthalmic Solution, 0.25% 0.3 mL in 60 individual doses (NDC 0187-1498-25)",Revised,4/16/2021,"
","
","
","
",Ophthalmology,Resolved,4/16/2021,"
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Solution,"Bausch Health Americas, Inc.",800-321-4576,"TIMOPTIC® in OCUDOSE®  (timolol maleate) Sterile Ophthalmic Solution, 0.5% 0.3 mL in 60 individual doses (NDC 0187-1496-05)",Revised,4/16/2021,"
","
","
","
",Ophthalmology,Resolved,4/16/2021,"
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Solution,"Bausch Health Americas, Inc.",800-321-4576,"Istalol, Timolol Maleate Ophthalmic solution 0.5% in a 7.5 mL bottle (NDC 24208-004-01)",Revised,4/16/2021,"
","
","
","
",Ophthalmology,Resolved,4/16/2021,"
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Solution,"Bausch Health Americas, Inc.",800-321-4576,"Istalol, Timolol Maleate Ophthalmic solution 0.5% in a 10 ml bottle (NDC 24208-004-03)",Revised,4/16/2021,"
","
","
","
",Ophthalmology,Resolved,4/16/2021,"
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Solution,"Bausch Health Americas, Inc.",800-321-4576,"Timolol Maleate Ophthalmic Solution 0.5%,  2.5ml (NDC 68682-045-25)",Revised,4/16/2021,"
","
","
","
",Ophthalmology,Resolved,4/16/2021,"
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Solution,"Bausch Health Americas, Inc.",800-321-4576,"Timolol Maleate Ophthalmic Solution 0.5%, 5ml (NDC 68682-045-50)",Revised,4/16/2021,"
","
","
","
",Ophthalmology,Resolved,4/16/2021,"
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Solution,FDC Limited,201-961-9000,TIMOLOL MALEATE OPHTHAMIC SOLUTION 0.25% 5mL (NDC 64980-513-05),Revised,4/16/2021,"
","
","
","
",Ophthalmology,Resolved,4/16/2021,"
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Solution,FDC Limited,201-961-9000,TIMOLOL MALEATE OPHTHAMIC SOLUTION 0.25%  10 mL (NDC 64980-513-01),Revised,4/16/2021,"
","
","
","
",Ophthalmology,Resolved,4/16/2021,"
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Solution,FDC Limited,201-961-9000,TIMOLOL MALEATE OPHTHAMIC SOLUTION 0.25% 15 mL (NDC 64980-513-15),Revised,4/16/2021,"
","
","
","
",Ophthalmology,Resolved,4/16/2021,"
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Solution,FDC Limited,201-964-9000,TIMOLOL MALEATE OPHTHAMIC SOLUTION 0.5% 5mL (NDC 64980-514-05),Revised,4/16/2021,"
","
","
","
",Ophthalmology,Resolved,4/16/2021,"
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Solution,FDC Limited,201-961-9000,TIMOLOL MALEATE OPHTHAMIC SOLUTION 0.5% 10mL (NDC 64980-514-01),Revised,4/16/2021,"
","
","
","
",Ophthalmology,Resolved,4/16/2021,"
",5/29/2020,"
","
","
","
","
","
","
"
Timolol Maleate Ophthalmic Solution,FDC Limited,201-961-9000,TIMOLOL MALEATE OPHTHAMIC SOLUTION 0.5% 15mL (NDC 64980-514-15),Revised,4/16/2021,"
","
","
","
",Ophthalmology,Resolved,4/16/2021,"
",5/29/2020,"
","
","
","
","
","
","
"
