id,generic_name,company_name,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued
14820,Metoprolol Tartrate Tablet,Aurobindo Pharma USA,"Metoprolol Tartrate, Tablet, 50 mg (NDC 65862-063-01)",New,6/3/25,,Permanent discontinuation in the manufacturing of the drug,,,Cardiovascular,To Be Discontinued,,6/3/25
14821,Metoprolol Tartrate Tablet,Aurobindo Pharma USA,"Metoprolol Tartrate, Tablet, 50 mg (NDC 65862-063-59)",New,6/3/25,,Permanent discontinuation in the manufacturing of the drug,,,Cardiovascular,To Be Discontinued,,6/3/25
14822,Metoprolol Tartrate Tablet,Aurobindo Pharma USA,"Metoprolol Tartrate, Tablet, 50 mg (NDC 65862-063-99)",New,6/3/25,,Permanent discontinuation in the manufacturing of the drug,,,Cardiovascular,To Be Discontinued,,6/3/25
14823,Metoprolol Tartrate Tablet,Aurobindo Pharma USA,"Metoprolol Tartrate, Tablet, 100 mg (NDC 65862-064-01)",New,6/3/25,,Permanent discontinuation in the manufacturing of the drug,,,Cardiovascular,To Be Discontinued,,6/3/25
14824,Metoprolol Tartrate Tablet,Aurobindo Pharma USA,"Metoprolol Tartrate, Tablet, 100 mg (NDC 65862-064-39)",New,6/3/25,,Permanent discontinuation in the manufacturing of the drug,,,Cardiovascular,To Be Discontinued,,6/3/25
14825,Metoprolol Tartrate Tablet,Aurobindo Pharma USA,"Metoprolol Tartrate, Tablet, 100 mg (NDC 65862-064-99)",New,6/3/25,,Permanent discontinuation in the manufacturing of the drug,,,Cardiovascular,To Be Discontinued,,6/3/25
14826,Metronidazole Injection,InfoRLife SA,"Metronidazole in Flexible Container, Injection, 500 mg/100 mL (NDC 0409-0152-24)",Reverified,8/26/25,Limited Availability,Labeler: Hospira Inc.,,Other,Anti-Infective,Current,,
14827,Metronidazole Injection,InfoRLife SA,"Metronidazole, Injection, 500 mg/100 mL (NDC 25021-131-82)",Reverified,8/26/25,Available,Labeler: Sagent Pharmaceuticals,,,Anti-Infective,Current,,
14828,Metronidazole Injection,B. Braun Medical Inc.,"Metro I.v. In Plastic Container, Injection, 500 mg/100 mL (NDC 0264-5535-32)",Reverified,8/21/25,Limited Availability,Temporary discontinuation of the manufacture of the drug. Some lots are available through exhaustion of inventory,,Discontinuation of the manufacture of the drug,Anti-Infective,Current,,
14829,Metronidazole Injection,Baxter Healthcare,"Flagyl I.v. Rtu In Plastic Container, Injection, 500 mg/100 mL (NDC 0338-1055-48)",Reverified,9/3/25,Available,,,,Anti-Infective,Current,,
14830,Metronidazole Injection,Gland Pharma Limited,"Metronidazole In Plastic Container, Injection, 500 mg/100 mL (NDC 47335-993-01)",Reverified,7/28/25,Unavailable,,,Shortage of an active ingredient,Anti-Infective,Current,,
14831,Midazolam Hydrochloride Injection,WG Critical Care,"Midazolam In 0.9% Sodium Chloride, Injection, 1 mg/1 mL (NDC 44567-610-10)",Reverified,7/16/25,Available,Please check wholesalers and distributors for inventory.,,,Anesthesia; Neurology,Current,,
14832,Midazolam Hydrochloride Injection,WG Critical Care,"Midazolam In 0.9% Sodium Chloride, Injection, 1 mg/1 mL (NDC 44567-611-10)",Reverified,7/16/25,Available,Please check wholesalers and distributors for inventory.,,,Anesthesia; Neurology,Current,,
14833,Midazolam Hydrochloride Injection,"Avet Pharmaceuticals, Inc.","Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 23155-601-42)",Reverified,9/3/25,Available,,,,Anesthesia; Neurology,Current,,
14834,Midazolam Hydrochloride Injection,"Avet Pharmaceuticals, Inc.","Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 23155-601-41)",Reverified,9/3/25,Available,,,,Anesthesia; Neurology,Current,,
14835,Midazolam Hydrochloride Injection,"Avet Pharmaceuticals, Inc.","Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 23155-600-41)",Reverified,9/3/25,Available,,,,Anesthesia; Neurology,Current,,
14836,Midazolam Hydrochloride Injection,"Fresenius Kabi USA, LLC","Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 63323-411-10)",Reverified,9/2/25,Unavailable,Not available at this time.,,Delay in shipping of the drug,Anesthesia; Neurology,Current,,
14837,Midazolam Hydrochloride Injection,"Fresenius Kabi USA, LLC","Midazolam Hydrochloride Preservative Free, Injection, 2 mg/2 mL (NDC 76045-211-20)",Reverified,9/2/25,Available,Check wholesalers for inventory,,,Anesthesia; Neurology,Current,,
14838,Midazolam Hydrochloride Injection,"Fresenius Kabi USA, LLC","Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 63323-411-12)",Reverified,9/2/25,Available,Check wholesalers for inventory,,,Anesthesia; Neurology,Current,,
14839,Midazolam Hydrochloride Injection,"Fresenius Kabi USA, LLC","Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 63323-411-25)",Reverified,9/2/25,Available,Check wholesalers for inventory,,,Anesthesia; Neurology,Current,,
14840,Midazolam Hydrochloride Injection,"Fresenius Kabi USA, LLC","Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 63323-412-25)",Reverified,9/2/25,Available,Check wholesalers for inventory,,,Anesthesia; Neurology,Current,,
14841,Midazolam Hydrochloride Injection,"Fresenius Kabi USA, LLC","Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 63323-412-10)",Reverified,9/2/25,Unavailable,Not available at this time.,,Demand increase for the drug,Anesthesia; Neurology,Current,,
14842,Midazolam Hydrochloride Injection,"Fresenius Kabi USA, LLC","Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 63323-412-02)",Reverified,9/2/25,Available,Check wholesalers for inventory,,,Anesthesia; Neurology,Current,,
14843,Midazolam Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 0641-6056-10)",Reverified,7/23/25,Available,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,,,Anesthesia; Neurology,Current,,
14844,Midazolam Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 0641-6057-25)",Reverified,7/23/25,Available,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,,,Anesthesia; Neurology,Current,,
14845,Midazolam Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 0641-6059-01)",Reverified,7/23/25,Available,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,,,Anesthesia; Neurology,Current,,
14846,Midazolam Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 0641-6061-25)",Reverified,7/23/25,Available,Additional lots are scheduled to be manufactured.  Product will be made available as it is released.,,,Anesthesia; Neurology,Current,,
14847,Midazolam Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 0641-6060-10)",Reverified,7/23/25,Available,Additional lots are scheduled to be manufactured.  Product will be made available as it is released.,,,Anesthesia; Neurology,Current,,
14848,Midazolam Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Midazolam Hydrochloride Preservative Free, Injection, 2 mg/2mL (1 mg/mL) (NDC 0409-2305-17)",Reverified,8/15/25,Available,,,,Anesthesia; Neurology,Current,,
14849,Midazolam Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Midazolam Hydrochloride Preservative Free, Injection, 5 mg/5 mL (1 mg/mL) (NDC 0409-2305-05)",Revised,8/15/25,Limited Availability,Limited Supply Available. Next Delivery: August 2025; Estimated Recovery: September 2025,,Demand increase for the drug,Anesthesia; Neurology,Current,,
14850,Midazolam Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Midazolam Hydrochloride Preservative Free, Injection, 5 mg/mL (5 mg/mL) (NDC 0409-2308-01)",Reverified,8/15/25,Available,,,,Anesthesia; Neurology,Current,,
14851,Midazolam Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Midazolam Hydrochloride, Injection, 50 mg/10 mL (5 mg/mL) (NDC 0409-2596-05)",Reverified,8/15/25,Available,,,,Anesthesia; Neurology,Current,,
14852,Midazolam Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Midazolam Hydrochloride Preservative Free, Injection, 10 mg/2 mL (5 mg/mL) (NDC 0409-2308-02)",Reverified,8/15/25,Available,,,,Anesthesia; Neurology,Current,,
14853,Midazolam Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Midazolam Hydrochloride, Injection, 25 mg/5 mL (5 mg/mL) (NDC 0409-2596-03)",Revised,8/15/25,Unavailable,Next Delivery: August 2025; Estimated Recovery: September 2025,,Other,Anesthesia; Neurology,Current,,
14854,Midazolam Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Midazolam Hydrochloride, Injection, 10 mg/10 mL (1 mg/mL) (NDC 0409-2587-05)",Reverified,8/15/25,Available,,,,Anesthesia; Neurology,Current,,
14855,Midazolam Hydrochloride Injection,Gland Pharma Limited,"Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 70860-601-10)",Reverified,7/28/25,Available,Distributed by Sagent Pharmaceuticals: 1-866-625-1618,,,Anesthesia; Neurology,Current,,
14856,Midazolam Hydrochloride Injection,Gland Pharma Limited,"Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 70860-601-05)",Reverified,7/28/25,Available,Distributed by Sagent Pharmaceuticals: 1-866-625-1618,,,Anesthesia; Neurology,Current,,
14857,Midazolam Hydrochloride Injection,Gland Pharma Limited,"Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 47781-589-17)",Reverified,7/28/25,Unavailable,Alvogen,,Demand increase for the drug,Anesthesia; Neurology,Current,,
14858,Midazolam Hydrochloride Injection,Gland Pharma Limited,"Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 47781-589-91)",Reverified,7/28/25,Available,Distributed by Sagent Pharmaceuticals: 1-866-625-1618,,,Anesthesia; Neurology,Current,,
14859,Midazolam Hydrochloride Injection,Gland Pharma Limited,"Midazolam Hydrochloride, Injection, 2 mg/2 mL (NDC 70860-600-02)",Reverified,7/28/25,Available,Distributed by Sagent Pharmaceuticals: 1-866-625-1618,,,Anesthesia; Neurology,Current,,
14860,Midazolam Hydrochloride Injection,Gland Pharma Limited,"Midazolam Hydrochloride, Injection, 2 mg/2 mL (NDC 47781-588-68)",Reverified,7/28/25,Available,Distributed by Sagent Pharmaceuticals: 1-866-625-1618,,,Anesthesia; Neurology,Current,,
14861,Midodrine Hydrochloride Tablet,"Upsher-Smith Laboratories, LLC","Orvaten, Tablet, 2.5 mg (NDC 0245-0211-01)",New,4/28/25,,,,,Cardiovascular,To Be Discontinued,,4/28/25
14862,Midodrine Hydrochloride Tablet,"Upsher-Smith Laboratories, LLC","Orvaten, Tablet, 2.5 mg (NDC 0245-0211-11)",New,4/28/25,,,,,Cardiovascular,To Be Discontinued,,4/28/25
14863,Midodrine Hydrochloride Tablet,"Upsher-Smith Laboratories, LLC","Orvaten, Tablet, 5 mg (NDC 0245-0212-01)",New,4/28/25,,,,,Cardiovascular,To Be Discontinued,,4/28/25
14864,Midodrine Hydrochloride Tablet,"Upsher-Smith Laboratories, LLC","Orvaten, Tablet, 5 mg (NDC 0245-0212-11)",New,4/28/25,,,,,Cardiovascular,To Be Discontinued,,4/28/25
14865,Midodrine Hydrochloride Tablet,"Upsher-Smith Laboratories, LLC","Orvaten, Tablet, 10 mg (NDC 0245-0213-01)",New,4/28/25,,,,,Cardiovascular,To Be Discontinued,,4/28/25
14866,Midodrine Hydrochloride Tablet,"Upsher-Smith Laboratories, LLC","Orvaten, Tablet, 10 mg (NDC 0245-0213-11)",New,4/28/25,,,,,Cardiovascular,To Be Discontinued,,4/28/25
14867,Midodrine Hydrochloride Tablet,"Upsher-Smith Laboratories, LLC","Orvaten, Tablet, 5 mg (NDC 55154-5623-0)",New,4/28/25,,,,,Cardiovascular,To Be Discontinued,,4/28/25
14868,Minocycline Hydrochloride Capsule,"Teva Pharmaceuticals USA, Inc.","Minocycline Hydrochloride, Capsule, 75 mg (NDC 0591-3153-01)",New,5/23/25,,Permanent discontinuation of manufacture due to business decision.,,,Anti-Infective,To Be Discontinued,,5/23/25
14869,Minocycline Hydrochloride Tablet,Strides Pharma Inc.,"Minocycline Hydrochloride, Tablet, 50 mg (NDC 64380-154-01)",New,1/22/25,,Discontinuation is a commercial decision based on the current business and not for reasons of safety or effectiveness.,,,Antiviral,To Be Discontinued,,1/22/25
14870,Minocycline Hydrochloride Tablet,Strides Pharma Inc.,"Minocycline Hydrochloride, Tablet, 75 mg (NDC 64380-155-01)",New,1/22/25,,Discontinuation is a commercial decision based on the current business and not for reasons of safety or effectiveness.,,,Antiviral,To Be Discontinued,,1/22/25
14871,Minocycline Hydrochloride Tablet,Strides Pharma Inc.,"Minocycline Hydrochloride, Tablet, 100 mg (NDC 64380-156-01)",New,1/22/25,,Discontinuation is a commercial decision based on the current business and not for reasons of safety or effectiveness.,,,Antiviral,To Be Discontinued,,1/22/25
14872,Mitomycin Injection,Accord Healthcare Inc.,"Mitomycin, Injection, 20 mg/40 mL (NDC 16729-108-11)",New,1/17/25,,Permanent discontinuation in the manufacturing of the drug.,,,Anti-Infective,To Be Discontinued,,1/17/25
14873,Montelukast Sodium Granule,Organon,"Singulair, Granule, 4 mg (NDC 78206-171-01)",New,3/24/25,,,,,Pulmonary/Allergy,To Be Discontinued,,3/24/25
14874,Morphine Sulfate Injection,"Hospira, Inc., a Pfizer Company","Morphine Sulfate, Injection, 4 mg/1 mL (NDC 0409-1891-23)",New,7/8/25,,Discontinuation of the manufacture of the drug,,,Analgesia/Addiction,To Be Discontinued,,7/8/25
14875,Morphine Sulfate Injection,"Hospira, Inc., a Pfizer Company","Morphine Sulfate, Injection, 8 mg/1 mL (NDC 0409-1892-01)",New,7/8/25,,Discontinuation of the manufacture of the drug,,,Analgesia/Addiction,To Be Discontinued,,7/8/25
14876,Morphine Sulfate Injection,"Hospira, Inc., a Pfizer Company","Morphine Sulfate, Injection, 10 mg/1 mL (NDC 0409-1893-01)",New,7/8/25,,Discontinuation of the manufacture of the drug,,,Analgesia/Addiction,To Be Discontinued,,7/8/25
14877,Morphine Sulfate Injection,"Fresenius Kabi USA, LLC","Morphine Sulfate, Injection, 2 mg/1 mL (NDC 76045-004-11)",Revised,9/2/25,Unavailable,Backordered. Next release September 2025. Check wholesalers for inventory.,,Other,Analgesia/Addiction,Current,,
14878,Morphine Sulfate Injection,"Fresenius Kabi USA, LLC","Morphine Sulfate, Injection, 4 mg/1 mL (NDC 76045-005-11)",Reverified,9/2/25,Available,Check wholesalers for inventory,,,Analgesia/Addiction,Current,,
14879,Morphine Sulfate Injection,"Amphastar Pharmaceuticals, Inc.","Morphine Sulfate, Injection, 1 mg/1 mL (NDC 76329-1912-1)",Reverified,8/19/25,Available,,,,Analgesia/Addiction,Current,,
14880,Morphine Sulfate Injection,"Fresenius Kabi USA, LLC","Morphine Sulfate, Injection, 2 mg/1 mL (NDC 63323-452-01)",Reverified,9/2/25,Unavailable,Backordered. Next release September 2025. Check wholesalers for inventory.,,Demand increase for the drug,Analgesia/Addiction,Current,,
14881,Morphine Sulfate Injection,"Fresenius Kabi USA, LLC","Morphine Sulfate, Injection, 4 mg/1 mL (NDC 63323-454-01)",Revised,9/2/25,Unavailable,Backordered. Next release September 2025. Check wholesalers for inventory.,,Other,Analgesia/Addiction,Current,,
14882,Morphine Sulfate Injection,"Fresenius Kabi USA, LLC","Morphine Sulfate, Injection, 5 mg/1 mL (NDC 63323-455-01)",Reverified,9/2/25,Unavailable,Not available at this time.,,Demand increase for the drug,Analgesia/Addiction,Current,,
14883,Morphine Sulfate Injection,"Fresenius Kabi USA, LLC","Morphine Sulfate, Injection, 10 mg/1 mL (NDC 63323-451-01)",Reverified,9/2/25,Available,Check wholesalers for inventory,,,Analgesia/Addiction,Current,,
14884,Morphine Sulfate Injection,"Hikma Pharmaceuticals USA, Inc.","Duramorph (Morphine Sulfate Injection, USP), Injection, 1 mg/1 mL (NDC 0641-6019-10)",Reverified,7/23/25,Available,Additional lots are scheduled to be manufactured.  Product will be made available as it is released.,,,Analgesia/Addiction,Current,,
14885,Morphine Sulfate Injection,"Hikma Pharmaceuticals USA, Inc.","Duramorph (Morphine Sulfate Injection, USP), Injection, .5 mg/1 mL (NDC 0641-6020-10)",Reverified,7/23/25,Available,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,,,Analgesia/Addiction,Current,,
14886,Morphine Sulfate Injection,"Hikma Pharmaceuticals USA, Inc.","Infumorph 200 (Preservative-Free Morphine Sulfate Sterile Solution), Injection, 10 mg/1 mL (NDC 0641-6039-01)",Reverified,7/23/25,Available,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,,,Analgesia/Addiction,Current,,
14887,Morphine Sulfate Injection,"Hikma Pharmaceuticals USA, Inc.","Infumorph 500 (Preservative-Free Morphine Sulfate Sterile Solution), Injection, 25 mg/1 mL (NDC 0641-6040-01)",Reverified,7/23/25,Available,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,,,Analgesia/Addiction,Current,,
14888,Morphine Sulfate Injection,"Hospira, Inc., a Pfizer Company","Morphine Sulfate, Injection, 2 mg/1 mL Syringes (NDC 0409-1890-01)",Revised,8/15/25,Unavailable,Next Delivery: September 2025; Estimated Recovery: December 2025,,Other,Analgesia/Addiction,Current,,
14889,Morphine Sulfate Injection,"Hospira, Inc., a Pfizer Company","Morphine Sulfate, Injection, 4 mg/1 mL Syringes (NDC 0409-1891-01)",Revised,8/15/25,Unavailable,Next Delivery: October 2025; Estimated Recovery: December 2025,,Other,Analgesia/Addiction,Current,,
14890,Morphine Sulfate Injection,"Hospira, Inc., a Pfizer Company","Morphine Sulfate, Injection, 8 mg/1 mL Syringes (NDC 0409-1892-01)",Revised,8/15/25,Unavailable,,,Discontinuation of the manufacture of the drug,Analgesia/Addiction,Current,1/3/25,
14891,Morphine Sulfate Injection,"Hospira, Inc., a Pfizer Company","Morphine Sulfate, Injection, 10 mg/1 mL Syringes (NDC 0409-1893-01)",Reverified,8/15/25,Unavailable,Discontinuation of the manufacture of the drug,,Discontinuation of the manufacture of the drug,Analgesia/Addiction,Current,,
14892,Morphine Sulfate Injection,"Hospira, Inc., a Pfizer Company","Morphine Sulfate, Injection, 5 mg/10 mL (0.5 mg/mL) (NDC 0409-3814-12)",Reverified,8/15/25,Available,,,,Analgesia/Addiction,Current,,
14893,Morphine Sulfate Injection,"Hospira, Inc., a Pfizer Company","Morphine Sulfate, Injection, 10 mg/10 mL (1 mg/mL) (NDC 0409-3815-12)",Reverified,8/15/25,Available,,,,Analgesia/Addiction,Current,1/3/25,
14894,Morphine Sulfate Injection,"Hospira, Inc., a Pfizer Company","Morphine Sulfate, Injection, 50 mg/1 mL (NDC 0409-1896-20)",Reverified,8/15/25,Available,,,,Analgesia/Addiction,Current,1/3/25,
14895,Morphine Sulfate Injection,"Hospira, Inc., a Pfizer Company","Morphine Sulfate, Injection, 50 mg/1 mL (NDC 0409-1134-05)",Reverified,8/15/25,Available,,,,Analgesia/Addiction,Current,1/3/25,
14896,Morphine Sulfate Injection,"Hikma Pharmaceuticals USA, Inc.","Morphine Sulfate, Injection, 4 mg/1 mL (NDC 0641-6125-25)",Reverified,7/23/25,Available,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,,,Analgesia/Addiction,Current,,
14897,Morphine Sulfate Injection,"Hikma Pharmaceuticals USA, Inc.","Morphine Sulfate, Injection, 8 mg/1 mL (NDC 0641-6126-25)",Reverified,7/23/25,Unavailable,Additional lots will be available in the May 2025 timeframe.  Product will be made available as it is released.,,Demand increase for the drug,Analgesia/Addiction,Current,,
14898,Morphine Sulfate Injection,"Hikma Pharmaceuticals USA, Inc.","Morphine Sulfate, Injection, 10 mg/1 mL (NDC 0641-6127-25)",Reverified,7/23/25,Available,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,,,Analgesia/Addiction,Current,,
14899,Morphine Sulfate Injection,Piramal Critical Care Inc.,"Mitigo (Morphine Sulfate Injection, USP), Injection, 200 mg/20 mL (NDC 66794-160-02)",Reverified,8/19/25,Limited Availability,On allocation,,Demand increase for the drug,Analgesia/Addiction,Current,,
14900,Morphine Sulfate Injection,Piramal Critical Care Inc.,"Mitigo (Morphine Sulfate Injection, USP), Injection, 500 mg/20 mL (NDC 66794-162-02)",Reverified,8/19/25,Limited Availability,On allocation,,Demand increase for the drug,Analgesia/Addiction,Current,,
14901,Naltrexone Hydrochloride Tablet,Accord Healthcare Inc.,"Naltrexone Hydrochloride, Tablet, 50 mg (NDC 16729-081-01)",Reverified,8/19/25,Available,,,,Analgesia/Addiction,Current,,
14902,Naltrexone Hydrochloride Tablet,Accord Healthcare Inc.,"Naltrexone Hydrochloride, Tablet, 50 mg (NDC 16729-081-10)",Reverified,8/19/25,Available,,,,Analgesia/Addiction,Current,,
14903,Naltrexone Hydrochloride Tablet,"Elite Laboratories, Inc.","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 51224-206-50)",Reverified,9/2/25,Available,Marketed by Tagi Pharma,,,Analgesia/Addiction,Current,,
14904,Naltrexone Hydrochloride Tablet,"Elite Laboratories, Inc.","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 51224-206-30)",Reverified,9/2/25,Available,Marketed by Tagi Pharma,,,Analgesia/Addiction,Current,,
14905,Naltrexone Hydrochloride Tablet,"Elite Laboratories, Inc.","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 68094-909-50)",Reverified,9/2/25,Available,Marketed by Precision Dose,,,Analgesia/Addiction,Current,,
14906,Naltrexone Hydrochloride Tablet,"Elite Laboratories, Inc.","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 68094-909-30)",Reverified,9/2/25,Available,Marketed by Precision Dose,,,Analgesia/Addiction,Current,,
14907,Naltrexone Hydrochloride Tablet,"Sun Pharmaceutical Industries, Inc.","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 47335-326-88)",Revised,8/20/25,Limited Availability,Q3 2025,,Other,Analgesia/Addiction,Current,,
14908,Naltrexone Hydrochloride Tablet,"Sun Pharmaceutical Industries, Inc.","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 47335-326-83)",Revised,8/20/25,Limited Availability,Q3 2025,,Other,Analgesia/Addiction,Current,,
14909,Naltrexone Hydrochloride Tablet,"Sun Pharmaceutical Industries, Inc.","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 47335-326-08)",Revised,8/20/25,Unavailable,Currently not marketed,,Other,Analgesia/Addiction,Current,,
14910,Naltrexone Hydrochloride Tablet,"Sun Pharmaceutical Industries, Inc.","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 47335-326-18)",Revised,8/20/25,Unavailable,Currently not marketed,,Other,Analgesia/Addiction,Current,,
14911,Naltrexone Hydrochloride Tablet,SpecGx LLC,"Naltrexone Hydrochloride, Tablet, 50 mg (NDC 0406-1170-01)",Revised,9/2/25,Limited Availability,Long term allocations to all customers with intermittent backorder expected through 2025.,,Demand increase for the drug,Analgesia/Addiction,Current,,
14912,Naltrexone Hydrochloride Tablet,SpecGx LLC,"Naltrexone Hydrochloride, Tablet, 50 mg (NDC 0406-1170-03)",Revised,9/2/25,Available,Long term allocations to all customers with intermittent backorder expected through 2025.,,Demand increase for the drug,Analgesia/Addiction,Current,,
14913,Naltrexone Hydrochloride Tablet,Chartwell Molecular Holdings LLC,"Naltrexone Hydrochloride, Tablet, 50 mg (NDC 62135-242-60)",Reverified,8/19/25,Available,,,,Analgesia/Addiction,Current,,
14914,Nitroglycerin Injection,Baxter Healthcare,"Nitroglycerin in Dextrose 5%, Injection, 20 mg/100 mL (NDC 0338-1049-02)",Revised,9/3/25,Unavailable,Manufacturing delay; Recovery in October 2025,,Other,Cardiovascular,Current,,
14915,Nitroglycerin Injection,Baxter Healthcare,"Nitroglycerin in Dextrose 5%, Injection, 40 mg/100 mL (NDC 0338-1051-02)",Revised,9/3/25,Unavailable,Manufacturing delay; Recovery in September 2025,,Other,Cardiovascular,Current,,
14916,Nitroglycerin Injection,Baxter Healthcare,"Nitroglycerin in Dextrose 5%, Injection, 10 mg/100 mL (NDC 0338-1047-02)",Reverified,9/3/25,Unavailable,Manufacturing delay; Recovery in October 2025,,Other,Cardiovascular,Current,,
14917,Nitroglycerin Injection,"American Regent, Inc.","Nitroglycerin, Injection, 5 mg/1 mL (NDC 0517-4810-25)",Reverified,8/19/25,Available,,,,Cardiovascular,Current,,
14918,Norepinephrine Bitartrate Injection,"Sun Pharmaceutical Industries, Inc.","Injection, 1 mg/1 mL (NDC 47335-615-44)",New,9/20/24,,,,,Cardiovascular,To Be Discontinued,,9/20/24
14919,Nortriptyline Hydrochloride Capsule,"Teva Pharmaceuticals USA, Inc.","Nortriptyline Hydrochloride, Capsule, 75 mg (NDC 0093-0813-05)",New,5/23/25,,Permanent discontinuation of specific package size/ SKU for business reasons.,,,Psychiatry,To Be Discontinued,,5/23/25
14920,Nystatin Topical Powder,"Upsher-Smith Laboratories, LLC","Nystatin, Topical Powder, 100000 [USP'U]/1 g (NDC 0832-0465-15)",New,4/28/25,,,,,Anti-Infective; Dermatology,To Be Discontinued,,4/28/25
14921,Nystatin Topical Powder,"Upsher-Smith Laboratories, LLC","Nystatin, Topical Powder, 100000 [USP'U]/1 g (NDC 0832-0465-30)",New,4/28/25,,,,,Anti-Infective; Dermatology,To Be Discontinued,,4/28/25
14922,Nystatin Topical Powder,"Upsher-Smith Laboratories, LLC","Nystatin, Topical Powder, 100000 [USP'U]/1 g (NDC 0832-0465-60)",New,4/28/25,,,,,Anti-Infective; Dermatology,To Be Discontinued,,4/28/25
14923,Ondansetron Hydrochloride Tablet,"Actavis Pharma, Inc.","Tablet, 4 mg (NDC 45963-538-30)",New,11/4/24,,,,,Gastroenterology,To Be Discontinued,,11/4/24
14924,Ondansetron Hydrochloride Tablet,"Actavis Pharma, Inc.","Tablet, 8 mg (NDC 45963-539-30)",New,11/4/24,,,,,Gastroenterology,To Be Discontinued,,11/4/24
14925,Oseltamivir Phosphate Capsule,"Genentech, Inc","Tamiflu, Capsule, 30 mg (NDC 0004-0802-85)",New,7/8/25,,Discontinuation of the manufacture of the drug,,,Antiviral,To Be Discontinued,,7/8/25
14926,Oxaliplatin Injection,Novast Labs,"Oxaliplatin, Injection, 50 mg/10 mL (NDC 50742-405-10)",New,4/22/25,,This product is distributed by Ingenus Pharmaceuticals. Customer service: customerservice@ingenus.com or 866-321-5031,,,Oncology,To Be Discontinued,,4/22/25
14927,Oxaliplatin Injection,Novast Labs,"Oxaliplatin, Injection, 100 mg/20 mL (NDC 50742-406-20)",New,4/22/25,,This product is distributed by Ingenus Pharmaceuticals. Customer service: customerservice@ingenus.com or 866-321-5031,,,Oncology,To Be Discontinued,,4/22/25
14928,Oxaliplatin Injection,"Teva Pharmaceuticals USA, Inc.","Injection, 50 mg/10 mL (NDC 0703-3985-01)",New,10/11/24,,A business decision was made to discontinue this product.,,,Oncology,To Be Discontinued,,10/11/24
14929,Oxaliplatin Injection,"Teva Pharmaceuticals USA, Inc.","Injection, 100 mg/20 mL (NDC 0703-3986-01)",New,10/11/24,,A business decision was made to discontinue this product.,,,Oncology,To Be Discontinued,,10/11/24
14930,Oxaliplatin Injection,Sandoz Inc.,"Injection, 5 mg/1 mL (NDC 0781-9315-70)",New,10/16/24,,A business decision was made to discontinue this product.,,,Oncology,To Be Discontinued,,10/16/24
14931,Oxaliplatin Injection,Sandoz Inc.,"Injection, 5 mg/1 mL (NDC 0781-9317-80)",New,10/16/24,,A business decision was made to discontinue this product.,,,Oncology,To Be Discontinued,,10/16/24
